"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"1327","
<p class=""webgaze-experiment"" id=""paragraph"">В тибетском буддизме тибетские преподаватели Дхармы обычно называются <span id=""a_Teacher_4_qa_0"">ламами</span>. Лама, прошедший практики <span id=""a_Teacher_4_qa_4"">пховы и сиддхи</span> и сознательно обрекающий себя на <span id=""a_Teacher_4_qa_1"">перерождение</span>, зачастую <span id=""a_Teacher_4_qa_3"">много раз</span>, чтобы продолжить обет Бодхисаттвы, называется <span id=""a_Teacher_4_qa_2"">Тулку</span>.</p>"," ","html-keyboard-response","10","117498","0.0-10.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_4","[]","{""#paragraph"":{""x"":50,""y"":208.5,""width"":1180,""height"":328,""top"":208.5,""right"":1230,""bottom"":536.5,""left"":50},""#a_Teacher_4_qa_0"":{""x"":70,""y"":320,""width"":90.85000610351562,""height"":33,""top"":320,""right"":160.85000610351562,""bottom"":353,""left"":70},""#a_Teacher_4_qa_1"":{""x"":399.2833251953125,""y"":392,""width"":174.4833221435547,""height"":33,""top"":392,""right"":573.7666473388672,""bottom"":425,""left"":399.2833251953125},""#a_Teacher_4_qa_2"":{""x"":509.01666259765625,""y"":464,""width"":63.383331298828125,""height"":33,""top"":464,""right"":572.3999938964844,""bottom"":497,""left"":509.01666259765625},""#a_Teacher_4_qa_3"":{""x"":750,""y"":392,""width"":142.85000610351562,""height"":33,""top"":392,""right"":892.8500061035156,""bottom"":425,""left"":750},""#a_Teacher_4_qa_4"":{""x"":613.433349609375,""y"":320,""width"":233.98333740234375,""height"":33,""top"":320,""right"":847.4166870117188,""bottom"":353,""left"":613.433349609375}}","",""
"1411","","{""Q0"":""1""}","survey-text","11","118911","0.0-11.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_4_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","перерождение","Что предначертано ламе?"
"698","
<p class=""webgaze-experiment"" id=""paragraph"">﻿Религиозные войны, возобновившиеся в 1620 годах, завершились поражением гугенотов, которые лишились политических и военных привилегий. Религиозные положения Нантского эдикта оставались в силе до начала правления <span id=""a_Huguenot_0_qa_2"">Людовика XIV</span>. Он продолжил преследование гугенотов, а впоследствии издал <span id=""a_Huguenot_0_qa_0"">Эдикт Фонтенбло</span> (<span id=""a_Huguenot_0_qa_1"">1685 год</span>), который фактически объявлял протестантизм незаконным на территории Франции и вынуждал гугенотов перейти в католичество. Хотя почти три четверти протестантов были убиты или подчинились, около <span id=""a_Huguenot_0_qa_3"">500,000</span> гугенотов бежали из страны к началу XVIII века [нет источника].</p>"," ","html-keyboard-response","12","119610","0.0-12.0","Win32","1280","720","","","","","","","","","","","","a_Huguenot_0","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Huguenot_0_qa_0"":{""x"":362.8833312988281,""y"":356,""width"":230.26666259765625,""height"":33,""top"":356,""right"":593.1499938964844,""bottom"":389,""left"":362.8833312988281},""#a_Huguenot_0_qa_1"":{""x"":631.4666748046875,""y"":356,""width"":124.68333435058594,""height"":33,""top"":356,""right"":756.1500091552734,""bottom"":389,""left"":631.4666748046875},""#a_Huguenot_0_qa_2"":{""x"":228.85000610351562,""y"":284,""width"":185.89999389648438,""height"":33,""top"":284,""right"":414.75,""bottom"":317,""left"":228.85000610351562},""#a_Huguenot_0_qa_3"":{""x"":637,""y"":572,""width"":88.51666259765625,""height"":33,""top"":572,""right"":725.5166625976562,""bottom"":605,""left"":637}}","",""
"1375","","{""Q0"":""1""}","survey-text","13","120988","0.0-13.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Huguenot_0_qa_0","[]","{""#question"":{""x"":174.36666870117188,""y"":287.70001220703125,""width"":931.2666625976562,""height"":112,""top"":287.70001220703125,""right"":1105.6333312988281,""bottom"":399.70001220703125,""left"":174.36666870117188}}","Эдикт Фонтенбло","Какой указ поставил протестантизм во Франции вне закона?"
"858","
<p class=""webgaze-experiment"" id=""paragraph"">Еще до возвращения Вашингтона Динвидди отправил отряд из <span id=""a_FrenchandIndianWar_2_qa_0"">40</span> человек во главе с Уильямом Трентом в указанное место, где в начале <span id=""a_FrenchandIndianWar_2_qa_1"">1754 года</span> они приступили к строительству укреплений. В то же время губернатор Дюкен послал дополнительные силы под началом Клода-Пьера Пикади де Конрекура для освобождения Сен-Пьера, и 5 апреля 1754 года Конрекур привел отряд из 500 человек к югу от форта Венанго. Прибыв с войсками в форт 16 апреля, Конрекур великодушно позволил Тренту и его людям отступить. Французы выкупили у англичан инструменты и закончили строительство <span id=""a_FrenchandIndianWar_2_qa_2"">форта Дюкен</span>.</p>"," ","html-keyboard-response","14","121848","0.0-14.0","Win32","1280","720","","","","","","","","","","","","a_FrenchandIndianWar_2","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_FrenchandIndianWar_2_qa_0"":{""x"":1026.5,""y"":68,""width"":27.433334350585938,""height"":33,""top"":68,""right"":1053.933334350586,""bottom"":101,""left"":1026.5},""#a_FrenchandIndianWar_2_qa_1"":{""x"":70,""y"":140,""width"":1067.933349609375,""height"":105,""top"":140,""right"":1137.933349609375,""bottom"":245,""left"":70},""#a_FrenchandIndianWar_2_qa_2"":{""x"":429.066650390625,""y"":644,""width"":179.53334045410156,""height"":33,""top"":644,""right"":608.5999908447266,""bottom"":677,""left"":429.066650390625}}","",""
"1389","","{""Q0"":""1""}","survey-text","15","123240","0.0-15.0","Win32","1280","720","","","","","","","","","","","","q_after_a_FrenchandIndianWar_2_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","форта Дюкен","Как в итоге назвали строящийся форт?"
"1068","
<p class=""webgaze-experiment"" id=""paragraph"">Тепло, необходимое для закипания воды и подачи пара, может быть получено из различных источников. Как правило, для этой цели <span id=""a_Steamengine_0_qa_0"">сжигают горючие вещества</span> при наличии достаточного количества воздуха в замкнутом пространстве (известном как<span id=""a_Steamengine_0_qa_1"">камера сгорания</span> или огневая коробка). В некоторых случаях в качестве источника тепла используется ядерный реактор, геотермальная энергия, <span id=""a_Steamengine_0_qa_2"">солнечная</span> энергия или отходящее тепло от двигателей внутреннего сгорания или промышленных процессов. В модели или игрушечной паровой машине источником тепла может выступать <span id=""a_Steamengine_0_qa_3"">электрический</span> нагревательный элемент.</p>"," ","html-keyboard-response","16","124309","0.0-16.0","Win32","1280","720","","","","","","","","","","","","a_Steamengine_0","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Steamengine_0_qa_0"":{""x"":70,""y"":140,""width"":1091.5166015625,""height"":105,""top"":140,""right"":1161.5166015625,""bottom"":245,""left"":70},""#a_Steamengine_0_qa_1"":{""x"":461.8833312988281,""y"":284,""width"":224.0833282470703,""height"":33,""top"":284,""right"":685.9666595458984,""bottom"":317,""left"":461.8833312988281},""#a_Steamengine_0_qa_2"":{""x"":411.1166687011719,""y"":428,""width"":124.69999694824219,""height"":33,""top"":428,""right"":535.8166656494141,""bottom"":461,""left"":411.1166687011719},""#a_Steamengine_0_qa_3"":{""x"":70,""y"":644,""width"":175.14999389648438,""height"":33,""top"":644,""right"":245.14999389648438,""bottom"":677,""left"":70}}","",""
"2204","","{""Q0"":""1""}","survey-text","17","126515","0.0-17.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Steamengine_0_qa_2","[]","{""#question"":{""x"":50,""y"":215.6999969482422,""width"":1180,""height"":256,""top"":215.6999969482422,""right"":1230,""bottom"":471.6999969482422,""left"":50}}","солнечная","Какая энергия помимо ядерной, геотермальной энергии и энергии отходящего тепла от двигателей внутреннего сгорания применяется для подачи тепла в паровой машине?"
"987","
<p class=""webgaze-experiment"" id=""paragraph"">При написании гимнов Лютер часто вдохновлялся особенными <span id=""a_MartinLuther_3_qa_0"">событиями в своей жизни</span> и в развивающейся Реформации. Все началось с того момента, когда он узнал о казни Иоганна Эша и Генриха Воса, первых мучеников, пострадавших от Римской католической церкви <span id=""a_MartinLuther_3_qa_1"">за свою приверженность лютеранству</span>, что послужило для Лютера толчком к написанию гимна ""<span id=""a_MartinLuther_3_qa_2"">Ein neues Lied wir heben an</span>"" («Новую песнь мы возносим»), которая известна среди английских верующих в переводе <span id=""a_MartinLuther_3_qa_3"">Джона К. Мессенджера</span> и называется по своей первой строчке <span id=""a_MartinLuther_3_qa_4"">«Развеянные беспечными ветрами...»</span>, на мотив песни «Ибстон», сочиненной в 1875 Марией К. Тиддеман.</p>"," ","html-keyboard-response","18","127504","0.0-18.0","Win32","1280","720","","","","","","","","","","","","a_MartinLuther_3","[]","{""#paragraph"":{""x"":50,""y"":24,""width"":1180,""height"":760,""top"":24,""right"":1230,""bottom"":784,""left"":50},""#a_MartinLuther_3_qa_0"":{""x"":70,""y"":63.5,""width"":1112.800048828125,""height"":105,""top"":63.5,""right"":1182.800048828125,""bottom"":168.5,""left"":70},""#a_MartinLuther_3_qa_1"":{""x"":70,""y"":279.5,""width"":981.63330078125,""height"":105,""top"":279.5,""right"":1051.63330078125,""bottom"":384.5,""left"":70},""#a_MartinLuther_3_qa_2"":{""x"":347.566650390625,""y"":423.5,""width"":438.5,""height"":33,""top"":423.5,""right"":786.066650390625,""bottom"":456.5,""left"":347.566650390625},""#a_MartinLuther_3_qa_3"":{""x"":70,""y"":495.5,""width"":1117.7166748046875,""height"":105,""top"":495.5,""right"":1187.7166748046875,""bottom"":600.5,""left"":70},""#a_MartinLuther_3_qa_4"":{""x"":70,""y"":567.5,""width"":1011.7000122070312,""height"":105,""top"":567.5,""right"":1081.7000122070312,""bottom"":672.5,""left"":70}}","",""
"1523","","{""Q0"":""1""}","survey-text","19","129028","0.0-19.0","Win32","1280","720","","","","","","","","","","","","q_after_a_MartinLuther_3_qa_4","[]","{""#question"":{""x"":172.14999389648438,""y"":287.70001220703125,""width"":935.683349609375,""height"":112,""top"":287.70001220703125,""right"":1107.8333435058594,""bottom"":399.70001220703125,""left"":172.14999389648438}}","«Развеянные беспечными ветрами...»","Как называется этот гимн в переводе с английского языка?"
"1249","
<p class=""webgaze-experiment"" id=""paragraph"">Эти хлоропласты, которые можно проследить непосредственно до предка цианобактерии, известны как первичные пластиды (в данном контексте ""пластида"" означает почти то же самое, что и <span id=""a_Chloroplast_1_qa_0"">хлоропласт</span>). Все первичные хлоропласты принадлежат к одной из <span id=""a_Chloroplast_1_qa_1"">трех</span> линий хлоропластов - линии хлоропластов глаукофитов, родофитов или <span id=""a_Chloroplast_1_qa_2"">линии хлоропластов красных водорослей</span>, или хлоропластидана, или <span id=""a_Chloroplast_1_qa_3"">линии зеленых хлоропластов</span>. Вторые два являются самыми большими, а <span id=""a_Chloroplast_1_qa_4"">зеленая линия хлоропластов</span> - та, которая содержит наземные растения.</p>"," ","html-keyboard-response","20","130279","0.0-20.0","Win32","1280","720","","","","","","","","","","","","a_Chloroplast_1","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Chloroplast_1_qa_0"":{""x"":812.7666625976562,""y"":248,""width"":134.60000610351562,""height"":33,""top"":248,""right"":947.3666687011719,""bottom"":281,""left"":812.7666625976562},""#a_Chloroplast_1_qa_1"":{""x"":648.1666870117188,""y"":320,""width"":52.0333251953125,""height"":33,""top"":320,""right"":700.2000122070312,""bottom"":353,""left"":648.1666870117188},""#a_Chloroplast_1_qa_2"":{""x"":70,""y"":392,""width"":1013.7333374023438,""height"":105,""top"":392,""right"":1083.7333374023438,""bottom"":497,""left"":70},""#a_Chloroplast_1_qa_3"":{""x"":640.86669921875,""y"":464,""width"":398.433349609375,""height"":33,""top"":464,""right"":1039.300048828125,""bottom"":497,""left"":640.86669921875},""#a_Chloroplast_1_qa_4"":{""x"":616.4500122070312,""y"":536,""width"":392.0833435058594,""height"":33,""top"":536,""right"":1008.5333557128906,""bottom"":569,""left"":616.4500122070312}}","",""
"1115","","{""Q0"":""1""}","survey-text","21","131395","0.0-21.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Chloroplast_1_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","трех","Сколько существует линий хлоропластов?"
"1436","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Thank you for participating!</h1>
                <h4>Please click the button and close the tab/window to complete.</h4>
                <h2>Eye tracking experiment for natural language processing</h2>
                <p>You can read more about the project here: <a href=""https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/"">https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/</a></p>
                <p>For questions & feedback about the experiment:</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","22","132834","0.0-22.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"1393","<p>Done!</p><p>If you'd like to download a copy of the data to explore, click the format you'd like below</p>","0","html-button-response","23","134231","0.0-23.0","Win32","1280","720","","","","","","","","","","","","","","","",""
