,stimulus,trial_name,task_type,correct_answer,lang
12,"El historiador Frederick W. Mote escribió que el uso del término ""clases sociales"" para este sistema era engañoso, y que la posición de las personas dentro del sistema de cuatro clases no era una indicación de su poder social y riqueza, sino que solo implicaba ""grados de privilegio"" a los que tenían derecho institucional y legal, por lo que la posición de una persona dentro de las clases no era una garantía de su posición, ya que había chinos ricos y socialmente consolidados, mientras que había menos mongoles y semu ricos que mongoles y semu que vivieran en la pobreza y fueran maltratados.",a_Yuandynasty_4,IS,,ES
13,¿Con qué estado inesperado había muchos mongoles?,q_after_a_Yuandynasty_4_qa_3,IS,vivieran en la pobreza y fueran maltratados,ES
14,"De 2005 a 2014 hubo dos equipos de las ligas mayores de fútbol en Los Ángeles: el LA Galaxy y el Chivas USA, que jugaron en el StubHub Center y fueron rivales locales. Sin embargo, tras la temporada 2014 de la MLS se expulsó temporalmente a los Chivas, y está previsto que regrese un segundo equipo de la MLS en 2018.",a_SouthernCalifornia_4,IS,,ES
15,¿Cómo se llamaba el estadio en el que jugaron los equipos?,q_after_a_SouthernCalifornia_4_qa_3,IS,StubHub Center,ES
16,"En virtud del Acta de Escocia de 1978, se crearía una asamblea electa en Edimburgo siempre que la mayoría del electorado escocés votara a favor en un referéndum que se celebraría el 1 de marzo de 1979 y que representara al menos al 40 % del electorado total. El referéndum escocés de 1979 para establecer una Asamblea escocesa descentralizada fracasó. Aunque el voto fue de un 51,6 % a favor de una Asamblea Escocesa, esta cifra no igualó el 40 % del umbral total del electorado que se consideró necesario para aprobar la medida, ya que el 32,9 % de la población con derecho a voto no votó o no pudo hacerlo.",a_ScottishParliament_0,IS,,ES
17,"¿Dónde se crearía una asamblea electa, en virtud de la Ley de Escocia de 1978?",q_after_a_ScottishParliament_0_qa_0,IS,Edimburgo,ES
18,"En 1891, el químico escocés James Dewar fue capaz de producir suficiente oxígeno líquido para estudiar. El primer proceso comercialmente viable para producir oxígeno líquido fue desarrollado independientemente en 1895 por el ingeniero alemán Carl von Linde y el ingeniero británico William Hampson. Ambos bajaron la temperatura del aire hasta licuarse y luego destilaron los gases que lo componen, hirviéndolos uno por uno y recogiéndolos. Más tarde, en 1901, se demostró por primera vez la soldadura oxiacetilénica quemando una mezcla de acetileno y O2 comprimido. Este método de soldar y cortar el metal se volvió común más tarde.",a_Oxygen_1,IS,,ES
19,¿En qué año experimentó Dewar con oxígeno líquido?,q_after_a_Oxygen_1_qa_1,IS,1891,ES
20,"Con un presupuesto de 230 000 $, los datos de transmisión lunar originales que sobrevivieron del Apolo 11 fueron compilados por Nafzger y asignados a Lowry Digital para su restauración. El vídeo se procesó para eliminar el ruido aleatorio y la vibración de la cámara sin destruir la legitimidad histórica. Las imágenes eran de cintas de Australia, del archivo de CBS News, y de grabaciones de cinescopio hechas en el Centro Espacial Johnson. El vídeo restaurado, que permanece en blanco y negro, contiene mejoras digitales conservadoras y no incluye mejoras en la calidad del sonido.",a_Apolloprogram_4,IS,,ES
21,¿Se pudieron restaurar y procesar las cintas sin destruir la legitimidad histórica o algunos aspectos de las cintas perdieron legitimidad?,q_after_a_Apolloprogram_4_qa_1,IS,sin destruir la legitimidad histórica,ES
