,stimulus,trial_name,task_type,correct_answer,lang
12,"El calor necesario para hervir el agua y suministrar el vapor puede derivarse de varias fuentes, generalmente de la quema de materiales combustibles con un suministro adecuado de aire en un espacio cerrado (llamado de varias maneras: cámara de combustión, chimenea...). En algunos casos la fuente de calor es un reactor nuclear, energía geotérmica, energía solar o calor residual de un motor de combustión interna o proceso industrial. En el caso de modelos o motores de vapor de juguete, la fuente de calor puede ser un calentador eléctrico.",a_Steamengine_0,IS,,ES
13,¿Qué tipo de elemento calefactor se utiliza a menudo en las máquinas de vapor de juguete?,q_after_a_Steamengine_0_qa_3,IS,eléctrico,ES
14,"Determinados acontecimientos de la vida de Lutero y la Reforma que tuvo lugar evocaban con frecuencia los himnos de Lutero. Esta conducta comenzó cuando se enteró de la ejecución de Johann Esch y Heinrich Voes, las primeras personas martirizadas por la Iglesia Católica Romana por tener opiniones luteranas, lo cual motivó a Lutero a escribir el himno «Ein neues Lied wir heben an» («Una nueva canción que elevamos»), que generalmente se conoce en inglés por la traducción de John C. Messenger del título y el primer verso «Flung to the Heedless Winds», cantado por Maria C. Tiddeman con la música que compuso Ibstone en 1875.",a_MartinLuther_3,IS,,ES
15,¿Qué himno escribió Lutero después del martirio de Esch y Voes?,q_after_a_MartinLuther_3_qa_2,IS,Ein neues Lied wir heben an,ES
16,"En Europa, el escenario norteamericano de la Guerra de los Siete Años no suele recibir un nombre distinto. Todo el conflicto internacional se conoce como la Guerra de los Siete Años. ""Siete años"" se refiere a los acontecimientos en Europa, desde la declaración oficial de guerra en 1756 hasta la firma del tratado de paz en 1763. Estas fechas no se corresponden con las luchas en el continente norteamericano, donde la contienda entre las dos potencias coloniales concluyó en gran medida en seis años, desde la Batalla de Jumonville Glen en 1754 hasta la captura de Montreal en 1760.",a_FrenchandIndianWar_0,IS,,ES
17,¿Cuándo fue tomada Montreal?,q_after_a_FrenchandIndianWar_0_qa_2,IS,1760,ES
18,"Sin embargo, debido a las diferentes declaraciones que realizaba, sus opiniones religiosas siguen siendo confusas. Por ejemplo, en su artículo "" Una máquina para acabar con la guerra"", publicado en 1937, Tesla declaraba lo siguiente:",a_NikolaTesla_4,IS,,ES
19,"Debido a ciertas declaraciones, ¿qué se creía sobre las opiniones religiosas de Tesla?",q_after_a_NikolaTesla_4_qa_1,IS,confusas,ES
20,"En 2010, la selva amazónica sufrió otra severa sequía, en algunos aspectos más extrema que la sequía de 2005. La región afectada era de aproximadamente 1 160 000 000 millas cuadradas (3 000 000 km2) de selva tropical, en comparación con 734 000 000 millas cuadradas (1 900 000 km2) en 2005. La sequía de 2010 tuvo tres epicentros donde murió la vegetación, mientras que en 2005 la sequía se concentró en la parte suroeste. Los estudios se publicaron en la revista Science. En un año normal, el Amazonas absorbe 1,5 gigatoneladas de dióxido de carbono; en 2005 se liberaron 5 gigatoneladas y en 2010 se liberaron 8 gigatoneladas.",a_Amazonrainforest_4,IS,,ES
21,¿Cuántas millas cuadradas tuvo la región afectada por la sequía de 2010?,q_after_a_Amazonrainforest_4_qa_1,IS,1 160 000 000,ES
