,stimulus,trial_name,task_type,correct_answer,lang
12,"Almanca yayınlara olan talebin artmakta olduğu bir zamanda yayınlanan Luther'in İncil'i, hızlı biçimde popüler ve etkili bir İncil çevirisi hâline geldi. Öyle ki, Alman dili ve edebiyatının evrimine kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler içeren, Lucas Cranach tarafından yapılan gravürlerle bezeli bu İncil, Luther'in doktrininin Almanya genelinde yayılmasında büyük çaplı bir rol oynadı. Luther İncili, Kral James İncili'nin bir öncüsü olan William Tyndale'in İngilizce İncil'i (1525'ten itibaren) gibi diğer yerel dildeki çevirileri etkiledi.",a_MartinLuther_2,IS,,TR
13,Luther İncili kimin İngilizce İncil çevirisini etkilemiştir?,q_after_a_MartinLuther_2_qa_4,IS,William Tyndale,TR
14,"Elektrik akımı tanımını, elektrik yükünün değişim zamanının oranı olarak birleştirerek, Lorentz Yasası adlı bir vektör çarpma kuralı, manyetik alanda hareket eden bir yük üzerindeki kuvveti tanımlar. Elektrik ve manyetizma arasındaki bağlantı, yüke etki eden birleşik bir elektromanyetik kuvvet tanımlamasına izin verir. Bu kuvvet, elektrostatik kuvvetin (elektrik alan nedeniyle) ve manyetik kuvvetin (manyetik alan nedeniyle) toplamı olarak yazılabilir. Tamamen belirtilmiş, yasa budur:",a_Force_3,IS,,TR
15,Manyetik alanda ilerleyen bir yükü tanımlayan yasa nedir?,q_after_a_Force_3_qa_2,IS,Lorentz Yasası,TR
16,"Tarihsel olarak Victoria, belli başlı araba markaları olan Ford, Toyota ve Holden'in fabrikaları için bir merkez olagelmiştir; ancak Toyota'nın kapatma yılı olarak 2017 yılını belirlediği Şubat 2014'teki açıklamasıyla birlikte 21. yüzyılda üç şirketin tümünün fabrika kapatma ilanları, Avustralya'nın artık küresel araba endüstrisi için artık bir merkez olmayacağı anlamına gelecektir. Holden'ın duyurusu Mayıs 2013'te gerçekleşmiş ve bunu Ford'un aynı yılın Aralık ayındaki kararı izlemişti (Ford'un Broadmeadows and Geelong'daki Victoria fabrikaları Ekim 2016'da kapanacak).",a_VictoriaAustralia_2,IS,,TR
17,Holden Victoria fabrikasını kapatacağını ne zaman duyurmuştur?,q_after_a_VictoriaAustralia_2_qa_2,IS,Mayıs 2013,TR
18,"Tesla, Edison'un şirketinden ayrıldıktan sonra, Tesla'nın adına Tesla Elektrik Işığı ve İmalat ismiyle bir elektrikli aydınlatma şirketini finanse etmeyi kabul eden Benjamin Vail ve Robert Lane isminde iki iş adamıyla 1886 yılında ortaklık kurdu. Şirket, Tesla tarafından tasarlanan elektrik ark ışık tabanlı aydınlatma sistemlerini kurdu ve ABD'de Tesla'ya verilen ilk patentler olan dinamo elektrikli makine komütatörleri için tasarımlar yaptı.",a_NikolaTesla_1,IS,,TR
19,Tesla Elektrik Işığı ve İmalat ne yapmıştır?,q_after_a_NikolaTesla_1_qa_8,IS,elektrik ark ışık tabanlı aydınlatma sistemlerini kurdu,TR
20,"Kostüm koleksiyonu, çoğunlukla 1600'den günümüze kadar gelen 14.000'den fazla kıyafet artı aksesuarı içeren İngiltere'deki en kapsamlı olandır. Kostüm taslakları, tasarım defterleri ve kağıt üzerindeki diğer eserler genellikle Söz ve Şekil departmanı tarafından düzenlenir. Önceki dönemlerden günlük giysiler genel olarak hayatta kalmadığından, koleksiyonda özel günler için yapılan moda kıyafetler hakimdir. Kostümlerin ilk önemli armağanlarından biri 1913 yılında Victoria Ve Albert Müzesi yakındaki mağazada sergilenmesini takiben Harrods'tan 1.442 kostüm ve eşya içeren Talbot Hughes koleksiyonunu aldığında gelmiştir.",a_VictoriaandAlbertMuseum_2,IS,,TR
21,Hangi departman kostüm koleksiyonunun kağıt üzerindeki eserlerine ev sahipliği yapmaktadır?,q_after_a_VictoriaandAlbertMuseum_2_qa_1,IS,Söz ve Şekil,TR
