,stimulus,trial_name,task_type,correct_answer,lang
12,"1973 yılında Nixon, ambargoya verilen yanıtı koordine etmek için oluşturulan kısa vadeli bir organizasyon olan Federal Enerji Ofisinin ilk Yöneticisi olarak William E. Simon'ı seçti. Simon, 1974 yılında her bir eyalete 1972'de tükettikleri kadar yerel petrol tahsis etti, bu nüfusu artmayan eyaletler için işe yaradı. Diğer eyaletlerde, benzin istasyonlarında kuyruklar yaygındı. Amerikan Otomobil Birliği, 1974 yılının Şubat ayının son haftasında, Amerikan benzin istasyonlarının %20'sinde yakıt olmadığını bildirdi.",a_1973oilcrisis_2,IS,,TR
13,Bu kısa süreli organizasyon neden oluşturuldu?,q_after_a_1973oilcrisis_2_qa_2,IS,ambargoya verilen yanıtı koordine etmek için,TR
14,"Harvard'a lisans kabulü, Carnegie Vakfı tarafından ""daha seçici, daha düşük geçiş"" olarak tanımlanır. Harvard Koleji 2019 sınıfı için başvuranların %5,3'ünü  kabul etmiştir, tüm ulusal üniversiteler arasında rekor düşük ve ikinci en düşük kabul oranı. Harvard College, seçmeli üniversitelere başvuran düşük gelirli ve az temsil edilen azınlık başvuru sahiplerinin dezavantajı olduğuna inanıldığından, 2007 yılında erken kabul programına son verdi, fakat 2016 sınıfı için bir Erken Eylem programı yeniden tanıtıldı.",a_HarvardUniversity_3,IS,,TR
15,2019 sınıfı için başvuru kabul oranı nedir? ,q_after_a_HarvardUniversity_3_qa_0,IS,"%5,3'ünü",TR
16,"Her iki kanal sağlayıcısının kanallarının belirli performansa ilişkin hedefleri gerçekleştirmeleri durumunda ek üst sınırlı ödemeleri güvence altına alabilecekleri anlaşmalar, 30 milyon £ tutarında sabit yıllık taşıma ücretlerini içerir. Şu anda, yeni anlaşmanın önceden BSkyB tarafından sunulan ek İsteğe Bağlı Video ve Yüksek Tanımlı içeriği kapsayıp kapsamayacağına ilişkin bir emare bulunmamaktadır. Anlaşmaların bir parçası olarak hem BSkyB hem de Virgin Media kendi temel kanallarınının taşınmasına ilişkin olarak birbirlerine karşı açtıkları Yüksek Mahkeme davalarını sonlandırmayı kabul etti.",a_SkyUnitedKingdom_4,IS,,TR
17,Yüksek mahkeme davaları ne hakkında yürütülüyordu?,q_after_a_SkyUnitedKingdom_4_qa_4,IS,temel kanallarınının,TR
18,"2005'ten 2014'e kadar, Los Angeles'ta iki Major League Soccer takımı vardı: LA Galaxy ve Chivas USA. Her iki takım da maçlarını StubHub Center'da oynardı ve yerel rakiplerdi. Ancak Chivas, 2014 MLS sezonunun ardından uzaklaştırıldı ve ikinci bir MLS takımının 2018'de dönmesi programlandı.",a_SouthernCalifornia_4,IS,,TR
19,Uzaklaştırılan takımın ne zaman dönmesi programlanmıştır?,q_after_a_SouthernCalifornia_4_qa_4,IS,2018,TR
20,"﻿Geçmiş zamanlarda bedensel ceza (fiziksel acıya yol açmak üzere öğrenciye tokat atma veya şaplak atma veya sopayla vurma veya kemerle dövme veya öğrenciyi falakaya yatırma), dünyanın çoğu bölgesinde en yaygın okul disiplini biçimlerinden biriydi. Çoğu Batılı ülke ve bazı diğer ülkeler, artık bedensel cezayı yasaklamış olsa da, şaplak atmanın ABD Anayasası'nı ihlal etmediğini karara bağlayan 1977 tarihli bir ABD Anayasa Mahkemesi kararını takiben bedensel ceza Amerika Birleşik Devletleri'nde yasal olarak kalmıştır.",a_Teacher_0,IS,,TR
21,Bedensel ceza bir öğrencide neye neden olur?,q_after_a_Teacher_0_qa_4,IS,fiziksel acıya,TR
