,stimulus,trial_name,task_type,correct_answer,lang
12,"﻿Религиозные войны, возобновившиеся в 1620 годах, завершились поражением гугенотов, которые лишились политических и военных привилегий. Религиозные положения Нантского эдикта оставались в силе до начала правления Людовика XIV. Он продолжил преследование гугенотов, а впоследствии издал Эдикт Фонтенбло (1685 год), который фактически объявлял протестантизм незаконным на территории Франции и вынуждал гугенотов перейти в католичество. Хотя почти три четверти протестантов были убиты или подчинились, около 500,000 гугенотов бежали из страны к началу XVIII века [нет источника].",a_Huguenot_0,IS,,RU
13,Какой указ поставил протестантизм во Франции вне закона?,q_after_a_Huguenot_0_qa_0,IS,Эдикт Фонтенбло,RU
14,"Еще до возвращения Вашингтона Динвидди отправил отряд из 40 человек во главе с Уильямом Трентом в указанное место, где в начале 1754 года они приступили к строительству укреплений. В то же время губернатор Дюкен послал дополнительные силы под началом Клода-Пьера Пикади де Конрекура для освобождения Сен-Пьера, и 5 апреля 1754 года Конрекур привел отряд из 500 человек к югу от форта Венанго. Прибыв с войсками в форт 16 апреля, Конрекур великодушно позволил Тренту и его людям отступить. Французы выкупили у англичан инструменты и закончили строительство форта Дюкен.",a_FrenchandIndianWar_2,IS,,RU
15,Как в итоге назвали строящийся форт?,q_after_a_FrenchandIndianWar_2_qa_2,IS,форта Дюкен,RU
16,"Тепло, необходимое для закипания воды и подачи пара, может быть получено из различных источников. Как правило, для этой цели сжигают горючие вещества при наличии достаточного количества воздуха в замкнутом пространстве (известном каккамера сгорания или огневая коробка). В некоторых случаях в качестве источника тепла используется ядерный реактор, геотермальная энергия, солнечная энергия или отходящее тепло от двигателей внутреннего сгорания или промышленных процессов. В модели или игрушечной паровой машине источником тепла может выступать электрический нагревательный элемент.",a_Steamengine_0,IS,,RU
17,"Какая энергия помимо ядерной, геотермальной энергии и энергии отходящего тепла от двигателей внутреннего сгорания применяется для подачи тепла в паровой машине?",q_after_a_Steamengine_0_qa_2,IS,солнечная,RU
18,"При написании гимнов Лютер часто вдохновлялся особенными событиями в своей жизни и в развивающейся Реформации. Все началось с того момента, когда он узнал о казни Иоганна Эша и Генриха Воса, первых мучеников, пострадавших от Римской католической церкви за свою приверженность лютеранству, что послужило для Лютера толчком к написанию гимна ""Ein neues Lied wir heben an"" («Новую песнь мы возносим»), которая известна среди английских верующих в переводе Джона К. Мессенджера и называется по своей первой строчке «Развеянные беспечными ветрами...», на мотив песни «Ибстон», сочиненной в 1875 Марией К. Тиддеман.",a_MartinLuther_3,IS,,RU
19,Как называется этот гимн в переводе с английского языка?,q_after_a_MartinLuther_3_qa_4,IS,«Развеянные беспечными ветрами...»,RU
20,"Эти хлоропласты, которые можно проследить непосредственно до предка цианобактерии, известны как первичные пластиды (в данном контексте ""пластида"" означает почти то же самое, что и хлоропласт). Все первичные хлоропласты принадлежат к одной из трех линий хлоропластов - линии хлоропластов глаукофитов, родофитов или линии хлоропластов красных водорослей, или хлоропластидана, или линии зеленых хлоропластов. Вторые два являются самыми большими, а зеленая линия хлоропластов - та, которая содержит наземные растения.",a_Chloroplast_1,IS,,RU
21,Сколько существует линий хлоропластов?,q_after_a_Chloroplast_1_qa_1,IS,трех,RU
