,stimulus,trial_name,task_type,correct_answer,lang
12,"Varşova'nın ilk borsası 1817'de kuruldu ve II. Dünya Savaşı'na kadar ticaretine devam etti. Savaş sonrası ülkedeki komünist kontrolünün sona ermesinin ve serbest piyasa ekonomisinin yeniden başlatılmasının ardından 1991 Nisan ayında yeniden kuruldu. Bugün Varşova Menkul Kıymetler Borsası (WSE), birçok göstergeye göre 374 şirketin listede bulunduğu ve 31 Ağustos 2009 itibariyle 162.584 milyon Avro tutarında toplam işletme sermayesi bulunan bölgedeki en büyük pazardır. Ne gariptir ki 1991'den 2000'e kadar daha önce Polonya Birleşik İşçi Partisi'nin (PZPR) genel merkezi olarak kullanılan binada bulunuyordu.",a_Warsaw_4,IS,,TR
13,Varşova borsasının yeniden açılması ne zamandır?,q_after_a_Warsaw_4_qa_2,IS,1991 Nisan,TR
14,"İskoç Parlamentosu’nun görevlerinin çoğu komitede yapılır. Komitelerin, İskoç Parlamentosundaki rolü, diğer parlamenter sistemlerden daha güçlüdür bu kısmen, muhalif parlamento üyelerinin hükümeti denetleme rolünü daha güçlü kılmak ve kısmen de yeniden görüşme odasının olmaması gerçeğini telafi etmek sebebinden kaynaklanmaktadır. İskoç Parlamentosu’ndaki komitelerin ana rolü şahitlerden kanıt toplamak, soruşturmalarda bulunmak ve yasamayı denetlemektir. Komite toplantıları, Parlamento oturumları sırasında Salı, Çarşamba ve Perşembe sabahları gerçekleşir. Komiteler ayrıca İskoçya’da dört ayrı yerde toplanabilir.",a_ScottishParliament_1,IS,,TR
15,İskoç Parlamentosu’ndaki komiteler diğer sistemlerle kıyaslandığında ne durumdadır?,q_after_a_ScottishParliament_1_qa_1,IS,güçlüdür,TR
16,"ARPANET ve SITA HLN 1969 yılında faaliyete geçmiştir. 1973 yılında X.25'in çıkmasından önce yaklaşık yirmi farklı ağ teknolojisi geliştirilmiştir. İki temel farka ağ ucundaki ve ağ merkezindeki sunucular arasındaki işlev ve görevlerin bölümü dahildir. Datagram sisteminde sunucular paketlerin düzgün teslimini sağlama sorumluluğuna sahiptirler. Kullanıcı Datagram Protokolü (UDP), datagram protokolünün bir örneğidir. Sanal çağrı sisteminde ağ, verinin sunucuya düzgün teslimini garanti eder. Bu, datagram modeline kıyasla daha az işlevselliğe sahip daha basit bir sunucu arayüzüne sebep olur. X.25 protokol paketi bu ağ tipini kullanır.",a_Packetswitching_1,IS,,TR
17,X.25 ne tür ağ tipi kullanır?,q_after_a_Packetswitching_1_qa_3,IS,Kullanıcı Datagram Protokolü,TR
18,"Grissom, White ve Chaffee uçuşlarını, ilk insanlı uçuşta motivasyonel bir odak noktası olması için Apollo 1 olarak adlandırmaya karar verdiler. Kuzey Amerika ve Kennedy Uzay Merkezi'ndeki irtifa odalarında eğitim aldılar ve uzay araçlarının testlerini yaptılar. Ocak ayı için LC-34'te fırlatma geri sayımını simüle edecek ve uzay aracının rampa gücüncen dahili güce geçeceği bir “plugs-out” testi planlandı. Başarılı olursa, bunu, hem uzay aracı hem de fırlatma aracı yakıtlı iken, 21 Şubat fırlatmasına daha yakın tarihte daha sıkı bir geri sayım simülasyon testi izleyecekti.",a_Apolloprogram_2,IS,,TR
19,"Apollo 1, Kennedy Uzay Merkezi dışında başka hangi yerde test edildi?",q_after_a_Apolloprogram_2_qa_3,IS,Kuzey Amerika,TR
20,"Özellikle, bu norm, olağan mutlak değere (sonsuz asal olarak da ifade edilir) tam bir zıtlık içinde bir sayı p ile çarpıldığında küçülür. Mutlak değer bakımından Q’yu tamamlamak (genel hatlarıyla boşlukları doldurmak) gerçek sayılar alanını oluştursa da p-sel |−|p normu bakımından tamamlamak, p-sel sayılar alanını oluşturur. Ostrowski teoremine göre, bunlar temelde Q’yu tamamlamanın olası tüm yöntemleridir. Q veya daha genel küresel alanlarla ile ilgili bazı aritmetik sorular tamamlanan (veya yerel) alanlara ileri ve geri olacak şekilde aktarılabilir. Bu yerel-küresel prensip asalların sayılar teorisindeki öneminin tekrar altını çizmektedir.",a_Primenumber_4,IS,,TR
21,"Hangi prensip, asalların sayılar teorisindeki önemini vurgular?",q_after_a_Primenumber_4_qa_3,IS,yerel-küresel prensip,TR
