,stimulus,trial_name,task_type,correct_answer,lang
12,"Endosymbiotic gene transfer is how we know about the lost chloroplasts in many chromalveolate lineages. Even if a chloroplast is eventually lost, the genes it donated to the former host's nucleus persist, providing evidence for the lost chloroplast's existence. For example, while diatoms (a heterokontophyte) now have a red algal derived chloroplast, the presence of many green algal genes in the diatom nucleus provide evidence that the diatom ancestor (probably the ancestor of all chromalveolates too) had a green algal derived chloroplast at some point, which was subsequently replaced by the red chloroplast.",a_Chloroplast_3,IS,,EN
13,What kind of chloroplasts did diatoms have but lost?,q_after_a_Chloroplast_3_qa_3,IS,green algal derived chloroplast,EN
14,"Computational complexity theory is a branch of the theory of computation in theoretical computer science that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other. A computational problem is understood to be a task that is in principle amenable to being solved by a computer, which is equivalent to stating that the problem may be solved by mechanical application of mathematical steps, such as an algorithm.",a_Computationalcomplexitytheory_0,IS,,EN
15,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,q_after_a_Computationalcomplexitytheory_0_qa_0,IS,Computational complexity theory,EN
16,"The Standard Industrial Classification and the newer North American Industry Classification System have a classification system for companies that perform or otherwise engage in construction. To recognize the differences of companies in this sector, it is divided into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors. There are also categories for construction service firms (e.g., engineering, architecture) and construction managers (firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project).",a_Construction_2,IS,,EN
17,What are construction managers?,q_after_a_Construction_2_qa_3,IS,firms engaged in managing construction projects without assuming direct financial responsibility for completion of the construction project,EN
18,"The historian Frederick W. Mote wrote that the usage of the term ""social classes"" for this system was misleading and that the position of people within the four-class system was not an indication of their actual social power and wealth, but just entailed ""degrees of privilege"" to which they were entitled institutionally and legally, so a person's standing within the classes was not a guarantee of their standing, since there were rich and well socially standing Chinese while there were less rich Mongol and Semu than there were Mongol and Semu who lived in poverty and were ill treated.",a_Yuandynasty_4,IS,,EN
19,There were many Mongols with what unexpected status?,q_after_a_Yuandynasty_4_qa_3,IS,lived in poverty and were ill treated,EN
20,"DECnet is a suite of network protocols created by Digital Equipment Corporation, originally released in 1975 in order to connect two PDP-11 minicomputers. It evolved into one of the first peer-to-peer network architectures, thus transforming DEC into a networking powerhouse in the 1980s. Initially built with three layers, it later (1982) evolved into a seven-layer OSI-compliant networking protocol. The DECnet protocols were designed entirely by Digital Equipment Corporation. However, DECnet Phase II (and later) were open standards with published specifications, and several implementations were developed outside DEC, including one for Linux.",a_Packetswitching_2,IS,,EN
21,DEC originally had 3 layers but evolved into how many layers,q_after_a_Packetswitching_2_qa_2,IS,seven,EN
