"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"772","
<p class=""webgaze-experiment"" id=""paragraph"">Gelir eşitsizliği ve büyüme üzerine yapılan çalışmalar, bazen ekonomik gelişme ile birlikte,  eşitsizliğin <span id=""a_Economicinequality_2_qa_1"">önce arttığını</span>, sonra azaldığını ifade eden <span id=""a_Economicinequality_2_qa_0"">Kuznets'in eğri hipotezini</span> doğrulayan kanıtlar buldu. <span id=""a_Economicinequality_2_qa_3"">Ekonomist</span> <span id=""a_Economicinequality_2_qa_2"">Thomas Piketty</span>, 1914'ten 1945'e kadar <span id=""a_Economicinequality_2_qa_4"">savaşların ve “şiddetli ekonomik ve politik şokların”</span> eşitsizliği azalttığını iddia ederek bu görüşe meydan okuyor. Dahası, Piketty, uzun vadede ekonomik büyümenin dengelenmesi üzerinde durmasıyla ""büyülü"" Kuznets eğrisi hipotezinin 1970'lerden bu yana gelişmiş dünyadaki ekonomik eşitsizlikteki önemli artışı hesaba katamayacağını savunuyor.</p>"," ","html-keyboard-response","10","19898","0.0-10.0","Win32","1280","720","","","","","","","","","","","","a_Economicinequality_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Economicinequality_2_qa_0"":{""x"":70,""y"":176,""width"":1119.949951171875,""height"":105,""top"":176,""right"":1189.949951171875,""bottom"":281,""left"":70},""#a_Economicinequality_2_qa_1"":{""x"":387.1166687011719,""y"":176,""width"":171.56666564941406,""height"":33,""top"":176,""right"":558.6833343505859,""bottom"":209,""left"":387.1166687011719},""#a_Economicinequality_2_qa_2"":{""x"":735.816650390625,""y"":248,""width"":196.3000030517578,""height"":33,""top"":248,""right"":932.1166534423828,""bottom"":281,""left"":735.816650390625},""#a_Economicinequality_2_qa_3"":{""x"":586.7833251953125,""y"":248,""width"":117.79998779296875,""height"":33,""top"":248,""right"":704.5833129882812,""bottom"":281,""left"":586.7833251953125},""#a_Economicinequality_2_qa_4"":{""x"":165.01666259765625,""y"":320,""width"":715.1666870117188,""height"":33,""top"":320,""right"":880.183349609375,""bottom"":353,""left"":165.01666259765625}}","",""
"872","","{""Q0"":""1""}","survey-text","11","20774","0.0-11.0","Win32","1280","720","","","","","","","","","","","","a_Economicinequality_2_qa_3","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Ekonomist","Thomas Piketty'nin işi nedir?"
"1094","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_SuperBowl50_2_qa_8""><span id=""a_SuperBowl50_2_qa_11""><span id=""a_SuperBowl50_2_qa_14"">Peyton Manning</span></span></span>,<span id=""a_SuperBowl50_2_qa_9""><span id=""a_SuperBowl50_2_qa_10"">iki</span></span> farklı takımı birden fazla Super Bowls'a gitmesinde önderlik eden ilk kilit oyuncu oldu. Ayrıca, <span id=""a_SuperBowl50_2_qa_0""><span id=""a_SuperBowl50_2_qa_15"">39</span></span> yaşında bir Super Bowl'da oynayan en eski oyun kurucu oldu. Geçmiş rekor, <span id=""a_SuperBowl50_2_qa_4""><span id=""a_SuperBowl50_2_qa_5"">Broncos</span></span>'u <span id=""a_SuperBowl50_2_qa_2""><span id=""a_SuperBowl50_2_qa_7"">38</span></span> yaşında <span id=""a_SuperBowl50_2_qa_13"">Super Bowl XXXIII</span>'te galibiyete götüren ve şu anda Denver'ın <span id=""a_SuperBowl50_2_qa_3"">Futbol Operasyonları Başkan Yardımcısı ve Genel Müdür'ü</span> olan <span id=""a_SuperBowl50_2_qa_1""><span id=""a_SuperBowl50_2_qa_6""><span id=""a_SuperBowl50_2_qa_12""><span id=""a_SuperBowl50_2_qa_16"">John Elway</span></span></span></span>'in ellerindeydi.</p>"," ","html-keyboard-response","12","21869","0.0-12.0","Win32","1280","720","","","","","","","","","","","","a_SuperBowl50_2","[]","{""#paragraph"":{""x"":50,""y"":172.5,""width"":1180,""height"":400,""top"":172.5,""right"":1230,""bottom"":572.5,""left"":50},""#a_SuperBowl50_2_qa_0"":{""x"":590.316650390625,""y"":284,""width"":27.433334350585938,""height"":33,""top"":284,""right"":617.7499847412109,""bottom"":317,""left"":590.316650390625},""#a_SuperBowl50_2_qa_1"":{""x"":575.4833374023438,""y"":500,""width"":144.89999389648438,""height"":33,""top"":500,""right"":720.3833312988281,""bottom"":533,""left"":575.4833374023438},""#a_SuperBowl50_2_qa_2"":{""x"":782.75,""y"":356,""width"":27.433334350585938,""height"":33,""top"":356,""right"":810.1833343505859,""bottom"":389,""left"":782.75},""#a_SuperBowl50_2_qa_3"":{""x"":70,""y"":428,""width"":1089.9000244140625,""height"":105,""top"":428,""right"":1159.9000244140625,""bottom"":533,""left"":70},""#a_SuperBowl50_2_qa_4"":{""x"":639.7000122070312,""y"":356,""width"":91.83334350585938,""height"":33,""top"":356,""right"":731.5333557128906,""bottom"":389,""left"":639.7000122070312},""#a_SuperBowl50_2_qa_5"":{""x"":639.7000122070312,""y"":356,""width"":91.83334350585938,""height"":33,""top"":356,""right"":731.5333557128906,""bottom"":389,""left"":639.7000122070312},""#a_SuperBowl50_2_qa_6"":{""x"":575.4833374023438,""y"":500,""width"":144.89999389648438,""height"":33,""top"":500,""right"":720.3833312988281,""bottom"":533,""left"":575.4833374023438},""#a_SuperBowl50_2_qa_7"":{""x"":782.75,""y"":356,""width"":27.433334350585938,""height"":33,""top"":356,""right"":810.1833343505859,""bottom"":389,""left"":782.75},""#a_SuperBowl50_2_qa_8"":{""x"":70,""y"":212,""width"":207.03334045410156,""height"":33,""top"":212,""right"":277.03334045410156,""bottom"":245,""left"":70},""#a_SuperBowl50_2_qa_9"":{""x"":283.25,""y"":212,""width"":24.75,""height"":33,""top"":212,""right"":308,""bottom"":245,""left"":283.25},""#a_SuperBowl50_2_qa_10"":{""x"":283.25,""y"":212,""width"":24.75,""height"":33,""top"":212,""right"":308,""bottom"":245,""left"":283.25},""#a_SuperBowl50_2_qa_11"":{""x"":70,""y"":212,""width"":207.03334045410156,""height"":33,""top"":212,""right"":277.03334045410156,""bottom"":245,""left"":70},""#a_SuperBowl50_2_qa_12"":{""x"":575.4833374023438,""y"":500,""width"":144.89999389648438,""height"":33,""top"":500,""right"":720.3833312988281,""bottom"":533,""left"":575.4833374023438},""#a_SuperBowl50_2_qa_13"":{""x"":70,""y"":356,""width"":1039.933349609375,""height"":105,""top"":356,""right"":1109.933349609375,""bottom"":461,""left"":70},""#a_SuperBowl50_2_qa_14"":{""x"":70,""y"":212,""width"":207.03334045410156,""height"":33,""top"":212,""right"":277.03334045410156,""bottom"":245,""left"":70},""#a_SuperBowl50_2_qa_15"":{""x"":590.316650390625,""y"":284,""width"":27.433334350585938,""height"":33,""top"":284,""right"":617.7499847412109,""bottom"":317,""left"":590.316650390625},""#a_SuperBowl50_2_qa_16"":{""x"":575.4833374023438,""y"":500,""width"":144.89999389648438,""height"":33,""top"":500,""right"":720.3833312988281,""bottom"":533,""left"":575.4833374023438}}","",""
"1050","","{""Q0"":""1""}","survey-text","13","22924","0.0-13.0","Win32","1280","720","","","","","","","","","","","","q_after_a_SuperBowl50_2_qa_15","[]","{""#question"":{""x"":203.25,""y"":287.70001220703125,""width"":873.5,""height"":112,""top"":287.70001220703125,""right"":1076.75,""bottom"":399.70001220703125,""left"":203.25}}","39","Manning Super Bowl 50'de oynadığı zaman kaç yaşındaydı?"
"764","
<p class=""webgaze-experiment"" id=""paragraph"">Plugs-out testi <span id=""a_Apolloprogram_3_qa_1"">27 Ocak 1967</span> sabahı başladı ve derhal sorunlarla karşı karşıya kalındı. İlk önce mürettebat <span id=""a_Apolloprogram_3_qa_0"">uzay giysilerinde garip bir koku</span> fark etti ve bu da geçitin kapatılmasını geciktirdi. Ardından, iletişim sorunları astronotlara engel oldu ve simüle edilen geri sayımı beklemeye zorladı. Bu bekletme sırasında, kabinde <span id=""a_Apolloprogram_3_qa_2"">elektrik yangını</span> başladı ve yüksek basınçlı <span id=""a_Apolloprogram_3_qa_4"">%100 oksijen</span> ortamında hızla yayıldı. Yangından kaynaklanan basınç kabini patlatacak kadar yükseldi ve yangın rampa alanına püskürerek mürettebatı kurtarma çalışmalarını boşa çıkardı. Kapak açılana kadar astronotlar <span id=""a_Apolloprogram_3_qa_3"">oksijensiz kalarak</span> boğuldu.</p>"," ","html-keyboard-response","14","23689","0.0-14.0","Win32","1280","720","","","","","","","","","","","","a_Apolloprogram_3","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Apolloprogram_3_qa_0"":{""x"":481.683349609375,""y"":176,""width"":445.066650390625,""height"":33,""top"":176,""right"":926.75,""bottom"":209,""left"":481.683349609375},""#a_Apolloprogram_3_qa_1"":{""x"":285.6499938964844,""y"":104,""width"":200.8833465576172,""height"":33,""top"":104,""right"":486.53334045410156,""bottom"":137,""left"":285.6499938964844},""#a_Apolloprogram_3_qa_2"":{""x"":190.81666564941406,""y"":392,""width"":193.88333129882812,""height"":33,""top"":392,""right"":384.6999969482422,""bottom"":425,""left"":190.81666564941406},""#a_Apolloprogram_3_qa_3"":{""x"":430.316650390625,""y"":608,""width"":219.9166717529297,""height"":33,""top"":608,""right"":650.2333221435547,""bottom"":641,""left"":430.316650390625},""#a_Apolloprogram_3_qa_4"":{""x"":806.683349609375,""y"":392,""width"":171.0333251953125,""height"":33,""top"":392,""right"":977.7166748046875,""bottom"":425,""left"":806.683349609375}}","",""
"3184","","{""Q0"":""1""}","survey-text","15","26877","0.0-15.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Apolloprogram_3_qa_4","[]","{""#question"":{""x"":133.93333435058594,""y"":287.70001220703125,""width"":1012.13330078125,""height"":112,""top"":287.70001220703125,""right"":1146.066635131836,""bottom"":399.70001220703125,""left"":133.93333435058594}}","%100 oksijen","Ne tür bir ortam kabin içindeki yangını körüklemeye yardımcı oldu?"
"695","
<p class=""webgaze-experiment"" id=""paragraph"">Kara Ölüm, İslam dünyasının çoğunu vurdu. Veba, İslam dünyasında <span id=""a_BlackDeath_4_qa_0"">1500 ila 1850</span> arasında neredeyse her yıl en az bir yerde boy gösterdi. Veba defalarca Kuzey Afrika şehirlerini vurdu. Cezayirliler 1620–21 yıllarında <span id=""a_BlackDeath_4_qa_1"">30 ila 50 bin</span> kişi ve yine 1654–57, 1665, 1691 ve 1740–42 yıllarında kaybettiler. Veba, Osmanlı toplumunda  <span id=""a_BlackDeath_4_qa_2"">19. yüzyılın ikinci çeyreğine kadar</span> önemli bir olay olarak kaldı. 1701 ile 1750 arasında Konstantinopolis'te otuz yedi daha büyük ve daha küçük salgınlar ve 1751-1800 arasında ek otuz bir tane daha kaydedildi. Bağdat, veba felaketlerinden ciddi bir şekilde acı çekti ve bazen <span id=""a_BlackDeath_4_qa_3"">nüfusunun üçte ikisi</span> yok oldu.</p>"," ","html-keyboard-response","16","27575","0.0-16.0","Win32","1280","720","","","","","","","","","","","","a_BlackDeath_4","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_BlackDeath_4_qa_0"":{""x"":70,""y"":68,""width"":1100.7666015625,""height"":105,""top"":68,""right"":1170.7666015625,""bottom"":173,""left"":70},""#a_BlackDeath_4_qa_1"":{""x"":70,""y"":212,""width"":1130.5333251953125,""height"":105,""top"":212,""right"":1200.5333251953125,""bottom"":317,""left"":70},""#a_BlackDeath_4_qa_2"":{""x"":363.08331298828125,""y"":356,""width"":470,""height"":33,""top"":356,""right"":833.0833129882812,""bottom"":389,""left"":363.08331298828125},""#a_BlackDeath_4_qa_3"":{""x"":70,""y"":572,""width"":1079.066650390625,""height"":105,""top"":572,""right"":1149.066650390625,""bottom"":677,""left"":70}}","",""
"1077","","{""Q0"":""1""}","survey-text","17","28655","0.0-17.0","Win32","1280","720","","","","","","","","","","","","q_after_a_BlackDeath_4_qa_1","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","30 ila 50 bin","Cezayir'de 1620-21 yıllarında kaç kişi kaybedilmiştir?"
"753","
<p class=""webgaze-experiment"" id=""paragraph"">Birçok kromalveolat soyundaki kayıp kloroplastları <span id=""a_Chloroplast_3_qa_0"">endosimbiyotik gen transferi</span> yoluyla bilebiliyoruz. Bir kloroplast sonunda kaybolsa bile, eski konağın çekirdeğine bağışladığı genler varlığını sürdürür ve <span id=""a_Chloroplast_3_qa_1"">kayıp kloroplastın varlığı</span> konusunda kanıt sağlar. Örneğin, diatomlar (bir heterokontofit) şu an <span id=""a_Chloroplast_3_qa_2"">kırmızı alg kökenli kloroplast</span> sahibiyken, diatom çekirdeğindeki birçok yeşil alg geni diatom atasının (muhtemelen tüm kromalveolatların da atası) bir noktada <span id=""a_Chloroplast_3_qa_3"">yeşil alg kökenli kloroplast</span> sahibi olduğu ve yerine sonradan kırmızı kloroplastın geçtiği konusunda kanıt sağlar. </p>"," ","html-keyboard-response","18","29409","0.0-18.0","Win32","1280","720","","","","","","","","","","","","a_Chloroplast_3","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Chloroplast_3_qa_0"":{""x"":761.88330078125,""y"":104,""width"":370.45001220703125,""height"":33,""top"":104,""right"":1132.3333129882812,""bottom"":137,""left"":761.88330078125},""#a_Chloroplast_3_qa_1"":{""x"":787.0833129882812,""y"":248,""width"":319.76666259765625,""height"":33,""top"":248,""right"":1106.8499755859375,""bottom"":281,""left"":787.0833129882812},""#a_Chloroplast_3_qa_2"":{""x"":70,""y"":320,""width"":1138.9000244140625,""height"":105,""top"":320,""right"":1208.9000244140625,""bottom"":425,""left"":70},""#a_Chloroplast_3_qa_3"":{""x"":70,""y"":464,""width"":1053.4166259765625,""height"":105,""top"":464,""right"":1123.4166259765625,""bottom"":569,""left"":70}}","",""
"1027","","{""Q0"":""1""}","survey-text","19","30439","0.0-19.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Chloroplast_3_qa_2","[]","{""#question"":{""x"":203.64999389648438,""y"":287.70001220703125,""width"":872.7000122070312,""height"":112,""top"":287.70001220703125,""right"":1076.3500061035156,""bottom"":399.70001220703125,""left"":203.64999389648438}}","kırmızı alg kökenli kloroplast","Diatomlar ne çeşit bir kloroplasta sahiptir?"
