"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"796","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_1973oilcrisis_1_qa_0"">Ambargo</span>, ABD enerji güvenliği üzerindeki tehditleri ele almak için acil taleplere neden olarak ABD ekonomisini olumsuz etkilemiştir. Uluslararası düzeyde, fiyat artışları <span id=""a_1973oilcrisis_1_qa_1"">otomobil</span> gibi birçok sektörde rekabetçi konumları değiştirdi. <span id=""a_1973oilcrisis_1_qa_2"">Makroekonomik</span> problemler hem enflasyonist hem de deflasyonist etkilerden oluştu. Ambargo petrol şirketlerini, <span id=""a_1973oilcrisis_1_qa_3"">Kuzey Kutbu</span> gibi engebeli arazilerde bile, petrol kaynaklarını artırmak için yeni yollar aramak zorunda bıraktı. Önemli derecede üretime başlamak için petrol bulmak ve yeni alanları geliştirmek <span id=""a_1973oilcrisis_1_qa_4"">beş ila on</span> yıl sürmekteydi. </p>"," ","html-keyboard-response","10","22074","0.0-10.0","Win32","1280","720","","","","","","","","","","","","a_1973oilcrisis_1","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_1973oilcrisis_1_qa_0"":{""x"":70,""y"":104,""width"":102.69999694824219,""height"":33,""top"":104,""right"":172.6999969482422,""bottom"":137,""left"":70},""#a_1973oilcrisis_1_qa_1"":{""x"":185.71665954589844,""y"":248,""width"":100.88334655761719,""height"":33,""top"":248,""right"":286.6000061035156,""bottom"":281,""left"":185.71665954589844},""#a_1973oilcrisis_1_qa_2"":{""x"":70,""y"":320,""width"":182.36666870117188,""height"":33,""top"":320,""right"":252.36666870117188,""bottom"":353,""left"":70},""#a_1973oilcrisis_1_qa_3"":{""x"":565.2833251953125,""y"":392,""width"":164.76666259765625,""height"":33,""top"":392,""right"":730.0499877929688,""bottom"":425,""left"":565.2833251953125},""#a_1973oilcrisis_1_qa_4"":{""x"":70,""y"":536,""width"":1118.2333984375,""height"":105,""top"":536,""right"":1188.2333984375,""bottom"":641,""left"":70}}","",""
"1058","","{""Q0"":""1""}","survey-text","11","23134","0.0-11.0","Win32","1280","720","","","","","","","","","","","","a_1973oilcrisis_1_qa_1","[]","{""#question"":{""x"":130.64999389648438,""y"":287.70001220703125,""width"":1018.7000122070312,""height"":112,""top"":287.70001220703125,""right"":1149.3500061035156,""bottom"":399.70001220703125,""left"":130.64999389648438}}","otomobil","Uluslararası düzeyde, hangi endüstrinin rekabetçi konumları etkilenmiştir?"
"470","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_1973oilcrisis_2_qa_1"">1973</span> yılında Nixon, <span id=""a_1973oilcrisis_2_qa_2"">ambargoya verilen yanıtı koordine etmek için</span> oluşturulan kısa vadeli bir organizasyon olan Federal Enerji Ofisinin ilk Yöneticisi olarak <span id=""a_1973oilcrisis_2_qa_0"">William E. Simon'ı</span> seçti. Simon, 1974 yılında her bir eyalete 1972'de tükettikleri kadar yerel petrol tahsis etti, bu nüfusu artmayan eyaletler için işe yaradı. Diğer eyaletlerde, benzin istasyonlarında kuyruklar yaygındı. Amerikan Otomobil Birliği, 1974 yılının Şubat ayının son haftasında, Amerikan benzin istasyonlarının <span id=""a_1973oilcrisis_2_qa_3"">%20'sinde</span> yakıt olmadığını bildirdi.</p>"," ","html-keyboard-response","12","23605","0.0-12.0","Win32","1280","720","","","","","","","","","","","","a_1973oilcrisis_2","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_1973oilcrisis_2_qa_0"":{""x"":70,""y"":284,""width"":246.01666259765625,""height"":33,""top"":284,""right"":316.01666259765625,""bottom"":317,""left"":70},""#a_1973oilcrisis_2_qa_1"":{""x"":70,""y"":140,""width"":54.866668701171875,""height"":33,""top"":140,""right"":124.86666870117188,""bottom"":173,""left"":70},""#a_1973oilcrisis_2_qa_2"":{""x"":363.58331298828125,""y"":140,""width"":627.683349609375,""height"":33,""top"":140,""right"":991.2666625976562,""bottom"":173,""left"":363.58331298828125},""#a_1973oilcrisis_2_qa_3"":{""x"":264,""y"":572,""width"":112.91667175292969,""height"":33,""top"":572,""right"":376.9166717529297,""bottom"":605,""left"":264}}","",""
"1015","","{""Q0"":""1""}","survey-text","13","24623","0.0-13.0","Win32","1280","720","","","","","","","","","","","","q_after_a_1973oilcrisis_2_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","ambargoya verilen yanıtı koordine etmek için","Bu kısa süreli organizasyon neden oluşturuldu?"
"482","
<p class=""webgaze-experiment"" id=""paragraph"">Harvard'a lisans kabulü, Carnegie Vakfı tarafından ""daha seçici, daha düşük geçiş"" olarak tanımlanır. Harvard Koleji 2019 sınıfı için başvuranların <span id=""a_HarvardUniversity_3_qa_0"">%5,3'ünü</span>  kabul etmiştir, tüm ulusal üniversiteler arasında rekor düşük ve ikinci en düşük kabul oranı. Harvard College, seçmeli üniversitelere başvuran <span id=""a_HarvardUniversity_3_qa_2"">düşük gelirli ve az temsil edilen azınlık başvuru sahiplerinin dezavantajı olduğuna inanıldığından,</span> <span id=""a_HarvardUniversity_3_qa_1"">2007</span> yılında erken kabul programına son verdi, fakat <span id=""a_HarvardUniversity_3_qa_3"">2016</span> sınıfı için bir Erken Eylem programı yeniden tanıtıldı.</p>"," ","html-keyboard-response","14","25107","0.0-14.0","Win32","1280","720","","","","","","","","","","","","a_HarvardUniversity_3","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_HarvardUniversity_3_qa_0"":{""x"":1058.0999755859375,""y"":212,""width"":102.89999389648438,""height"":33,""top"":212,""right"":1160.9999694824219,""bottom"":245,""left"":1058.0999755859375},""#a_HarvardUniversity_3_qa_1"":{""x"":265.7166748046875,""y"":500,""width"":54.866668701171875,""height"":33,""top"":500,""right"":320.5833435058594,""bottom"":533,""left"":265.7166748046875},""#a_HarvardUniversity_3_qa_2"":{""x"":70,""y"":356,""width"":1124.11669921875,""height"":177,""top"":356,""right"":1194.11669921875,""bottom"":533,""left"":70},""#a_HarvardUniversity_3_qa_3"":{""x"":1059.11669921875,""y"":500,""width"":54.866668701171875,""height"":33,""top"":500,""right"":1113.9833679199219,""bottom"":533,""left"":1059.11669921875}}","",""
"1129","","{""Q0"":""1""}","survey-text","15","26241","0.0-15.0","Win32","1280","720","","","","","","","","","","","","q_after_a_HarvardUniversity_3_qa_0","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","%5,3'ünü","2019 sınıfı için başvuru kabul oranı nedir? "
"447","
<p class=""webgaze-experiment"" id=""paragraph"">Her iki kanal sağlayıcısının kanallarının belirli performansa ilişkin hedefleri gerçekleştirmeleri durumunda ek üst sınırlı ödemeleri güvence altına alabilecekleri anlaşmalar, <span id=""a_SkyUnitedKingdom_4_qa_0"">30 milyon £</span> tutarında sabit yıllık taşıma ücretlerini içerir. Şu anda, yeni anlaşmanın önceden BSkyB tarafından sunulan ek İsteğe Bağlı Video ve Yüksek Tanımlı içeriği kapsayıp kapsamayacağına ilişkin <span id=""a_SkyUnitedKingdom_4_qa_1"">bir emare</span> bulunmamaktadır. Anlaşmaların bir parçası olarak hem <span id=""a_SkyUnitedKingdom_4_qa_3"">BSkyB</span> hem de <span id=""a_SkyUnitedKingdom_4_qa_2"">Virgin Media</span> kendi <span id=""a_SkyUnitedKingdom_4_qa_4"">temel kanallarınının</span> taşınmasına ilişkin olarak birbirlerine karşı açtıkları Yüksek Mahkeme davalarını sonlandırmayı kabul etti.</p>"," ","html-keyboard-response","16","26689","0.0-16.0","Win32","1280","720","","","","","","","","","","","","a_SkyUnitedKingdom_4","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_SkyUnitedKingdom_4_qa_0"":{""x"":231.10000610351562,""y"":248,""width"":179.13333129882812,""height"":33,""top"":248,""right"":410.23333740234375,""bottom"":281,""left"":231.10000610351562},""#a_SkyUnitedKingdom_4_qa_1"":{""x"":842.88330078125,""y"":392,""width"":134.13333129882812,""height"":33,""top"":392,""right"":977.0166320800781,""bottom"":425,""left"":842.88330078125},""#a_SkyUnitedKingdom_4_qa_2"":{""x"":70,""y"":464,""width"":1076.9000244140625,""height"":105,""top"":464,""right"":1146.9000244140625,""bottom"":569,""left"":70},""#a_SkyUnitedKingdom_4_qa_3"":{""x"":841.7999877929688,""y"":464,""width"":68.80000305175781,""height"":33,""top"":464,""right"":910.5999908447266,""bottom"":497,""left"":841.7999877929688},""#a_SkyUnitedKingdom_4_qa_4"":{""x"":263.183349609375,""y"":536,""width"":246.6666717529297,""height"":33,""top"":536,""right"":509.8500213623047,""bottom"":569,""left"":263.183349609375}}","",""
"1041","","{""Q0"":""1""}","survey-text","17","27732","0.0-17.0","Win32","1280","720","","","","","","","","","","","","q_after_a_SkyUnitedKingdom_4_qa_4","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","temel kanallarınının","Yüksek mahkeme davaları ne hakkında yürütülüyordu?"
"455","
<p class=""webgaze-experiment"" id=""paragraph"">2005'ten <span id=""a_SouthernCalifornia_4_qa_2"">2014</span>'e kadar, Los Angeles'ta <span id=""a_SouthernCalifornia_4_qa_1"">iki</span> Major League Soccer takımı vardı: LA Galaxy ve Chivas USA. Her iki takım da maçlarını <span id=""a_SouthernCalifornia_4_qa_3"">StubHub Center</span>'da oynardı ve yerel rakiplerdi. Ancak <span id=""a_SouthernCalifornia_4_qa_0"">Chivas</span>, 2014 MLS sezonunun ardından uzaklaştırıldı ve ikinci bir MLS takımının <span id=""a_SouthernCalifornia_4_qa_4"">2018</span>'de dönmesi programlandı.</p>"," ","html-keyboard-response","18","28189","0.0-18.0","Win32","1280","720","","","","","","","","","","","","a_SouthernCalifornia_4","[]","{""#paragraph"":{""x"":50,""y"":208.5,""width"":1180,""height"":328,""top"":208.5,""right"":1230,""bottom"":536.5,""left"":50},""#a_SouthernCalifornia_4_qa_0"":{""x"":571.8499755859375,""y"":392,""width"":72.64999389648438,""height"":33,""top"":392,""right"":644.4999694824219,""bottom"":425,""left"":571.8499755859375},""#a_SouthernCalifornia_4_qa_1"":{""x"":619.61669921875,""y"":248,""width"":24.75,""height"":33,""top"":248,""right"":644.36669921875,""bottom"":281,""left"":619.61669921875},""#a_SouthernCalifornia_4_qa_2"":{""x"":198.11666870117188,""y"":248,""width"":54.866668701171875,""height"":33,""top"":248,""right"":252.98333740234375,""bottom"":281,""left"":198.11666870117188},""#a_SouthernCalifornia_4_qa_3"":{""x"":894.75,""y"":320,""width"":204.61666870117188,""height"":33,""top"":320,""right"":1099.3666687011719,""bottom"":353,""left"":894.75},""#a_SouthernCalifornia_4_qa_4"":{""x"":662.1666870117188,""y"":464,""width"":54.866668701171875,""height"":33,""top"":464,""right"":717.0333557128906,""bottom"":497,""left"":662.1666870117188}}","",""
"1320","","{""Q0"":""1""}","survey-text","19","29512","0.0-19.0","Win32","1280","720","","","","","","","","","","","","q_after_a_SouthernCalifornia_4_qa_4","[]","{""#question"":{""x"":203.64999389648438,""y"":287.70001220703125,""width"":872.7000122070312,""height"":112,""top"":287.70001220703125,""right"":1076.3500061035156,""bottom"":399.70001220703125,""left"":203.64999389648438}}","2018","Uzaklaştırılan takımın ne zaman dönmesi programlanmıştır?"
"1613","
<p class=""webgaze-experiment"" id=""paragraph"">﻿Geçmiş zamanlarda bedensel ceza (<span id=""a_Teacher_0_qa_4"">fiziksel acıya</span> yol açmak üzere öğrenciye tokat atma veya şaplak atma veya sopayla vurma veya kemerle dövme veya öğrenciyi falakaya yatırma), dünyanın çoğu bölgesinde <span id=""a_Teacher_0_qa_0"">en yaygın okul disiplini biçimlerinden biriydi</span>. <span id=""a_Teacher_0_qa_1"">Çoğu Batılı ülke</span> ve bazı diğer ülkeler, artık bedensel cezayı yasaklamış olsa da, şaplak atmanın ABD Anayasası'nı ihlal etmediğini karara bağlayan 1977 tarihli bir <span id=""a_Teacher_0_qa_3"">ABD Anayasa Mahkemesi</span> kararını takiben bedensel ceza <span id=""a_Teacher_0_qa_2"">Amerika Birleşik Devletleri'nde</span> yasal olarak kalmıştır.</p>"," ","html-keyboard-response","20","31127","0.0-20.0","Win32","1280","720","","","","","","","","","","","","a_Teacher_0","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Teacher_0_qa_0"":{""x"":70,""y"":284,""width"":1086.7666015625,""height"":105,""top"":284,""right"":1156.7666015625,""bottom"":389,""left"":70},""#a_Teacher_0_qa_1"":{""x"":361.73333740234375,""y"":356,""width"":222.2333221435547,""height"":33,""top"":356,""right"":583.9666595458984,""bottom"":389,""left"":361.73333740234375},""#a_Teacher_0_qa_2"":{""x"":284.066650390625,""y"":572,""width"":390.79998779296875,""height"":33,""top"":572,""right"":674.8666381835938,""bottom"":605,""left"":284.066650390625},""#a_Teacher_0_qa_3"":{""x"":548.9833374023438,""y"":500,""width"":332.8499755859375,""height"":33,""top"":500,""right"":881.8333129882812,""bottom"":533,""left"":548.9833374023438},""#a_Teacher_0_qa_4"":{""x"":567.8499755859375,""y"":140,""width"":162.5333251953125,""height"":33,""top"":140,""right"":730.38330078125,""bottom"":173,""left"":567.8499755859375}}","",""
"1340","","{""Q0"":""1""}","survey-text","21","32469","0.0-21.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Teacher_0_qa_4","[]","{""#question"":{""x"":203.64999389648438,""y"":287.70001220703125,""width"":872.7000122070312,""height"":112,""top"":287.70001220703125,""right"":1076.3500061035156,""bottom"":399.70001220703125,""left"":203.64999389648438}}","fiziksel acıya","Bedensel ceza bir öğrencide neye neden olur?"
"1525","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Thank you for participating!</h1>
                <h4>Please click the button and close the tab/window to complete.</h4>
                <h2>Eye tracking experiment for natural language processing</h2>
                <p>You can read more about the project here: <a href=""https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/"">https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/</a></p>
                <p>For questions & feedback about the experiment:</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","22","33997","0.0-22.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"1563","<p>Done!</p><p>If you'd like to download a copy of the data to explore, click the format you'd like below</p>","0","html-button-response","23","35562","0.0-23.0","Win32","1280","720","","","","","","","","","","","","","","","",""
