"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"1186","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_1973oilcrisis_3_qa_0"">Enerji krizi</span>, yenilenebilir enerji, nükleer enerji ve yerel fosil yakıtlara daha fazla ilgi duyulmasına neden oldu. Krizden bu yana Amerikan enerji politikalarına kriz-zihniyeti düşüncesinin egemen olduğuna, pahalı hızlı düzeltmelerin ve <span id=""a_1973oilcrisis_3_qa_1"">piyasa ve teknoloji gerçekliklerini</span> görmezden gelen tek seferlik çözümlerin teşvik edildiğine dair eleştiriler bulunmakta. Girişimcilik ve inovasyon için çok fazla alan bırakırken, temel araştırmaları destekleyen istikrarlı kurallar sunmak yerine, <span id=""a_1973oilcrisis_3_qa_2"">kongreler ve başkanlar</span> tekrar tekrar siyasi olarak uygun, ancak başarı şansları şüpheli olan çözümler vaat eden politikaları desteklediler.</p>"," ","html-keyboard-response","10","21018","0.0-10.0","Win32","1280","720","","","","","","","","","","","","a_1973oilcrisis_3","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_1973oilcrisis_3_qa_0"":{""x"":70,""y"":104,""width"":140.53334045410156,""height"":33,""top"":104,""right"":210.53334045410156,""bottom"":137,""left"":70},""#a_1973oilcrisis_3_qa_1"":{""x"":126.69999694824219,""y"":320,""width"":441.3666687011719,""height"":33,""top"":320,""right"":568.0666656494141,""bottom"":353,""left"":126.69999694824219},""#a_1973oilcrisis_3_qa_2"":{""x"":177.03334045410156,""y"":536,""width"":304.73333740234375,""height"":33,""top"":536,""right"":481.7666778564453,""bottom"":569,""left"":177.03334045410156}}","",""
"1016","","{""Q0"":""1""}","survey-text","11","22037","0.0-11.0","Win32","1280","720","","","","","","","","","","","","a_1973oilcrisis_3_qa_1","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","piyasa ve teknoloji gerçekliklerini","Enerji politikalarının, pahalı hızlı düzeltmeler yaparak hangi gerçekleri görmezden geldiğine dair eleştiriler yapılıyordu?"
"683","
<p class=""webgaze-experiment"" id=""paragraph"">Varşova'nın ilk borsası <span id=""a_Warsaw_4_qa_0"">1817</span>'de kuruldu ve <span id=""a_Warsaw_4_qa_1"">II. Dünya Savaşı</span>'na kadar ticaretine devam etti. Savaş sonrası ülkedeki komünist kontrolünün sona ermesinin ve serbest piyasa ekonomisinin yeniden başlatılmasının ardından <span id=""a_Warsaw_4_qa_2"">1991 Nisan</span> ayında yeniden kuruldu. Bugün Varşova Menkul Kıymetler Borsası (WSE), birçok göstergeye göre <span id=""a_Warsaw_4_qa_3"">374</span> şirketin listede bulunduğu ve 31 Ağustos 2009 itibariyle 162.584 milyon Avro tutarında toplam işletme sermayesi bulunan bölgedeki en büyük pazardır. Ne gariptir ki 1991'den 2000'e kadar daha önce <span id=""a_Warsaw_4_qa_4"">Polonya Birleşik İşçi Partisi</span>'nin (PZPR) genel merkezi olarak kullanılan binada bulunuyordu.</p>"," ","html-keyboard-response","12","22722","0.0-12.0","Win32","1280","720","","","","","","","","","","","","a_Warsaw_4","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Warsaw_4_qa_0"":{""x"":399.066650390625,""y"":104,""width"":54.866668701171875,""height"":33,""top"":104,""right"":453.9333190917969,""bottom"":137,""left"":399.066650390625},""#a_Warsaw_4_qa_1"":{""x"":693.86669921875,""y"":104,""width"":223.68333435058594,""height"":33,""top"":104,""right"":917.5500335693359,""bottom"":137,""left"":693.86669921875},""#a_Warsaw_4_qa_2"":{""x"":920.7166748046875,""y"":248,""width"":149.7166748046875,""height"":33,""top"":248,""right"":1070.433349609375,""bottom"":281,""left"":920.7166748046875},""#a_Warsaw_4_qa_3"":{""x"":306,""y"":392,""width"":41.149993896484375,""height"":33,""top"":392,""right"":347.1499938964844,""bottom"":425,""left"":306},""#a_Warsaw_4_qa_4"":{""x"":70,""y"":536,""width"":1052.0166015625,""height"":105,""top"":536,""right"":1122.0166015625,""bottom"":641,""left"":70}}","",""
"1260","","{""Q0"":""1""}","survey-text","13","23983","0.0-13.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Warsaw_4_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","1991 Nisan","Varşova borsasının yeniden açılması ne zamandır?"
"735","
<p class=""webgaze-experiment"" id=""paragraph"">İskoç Parlamentosu’nun görevlerinin çoğu <span id=""a_ScottishParliament_1_qa_0"">komitede</span> yapılır. Komitelerin, İskoç Parlamentosundaki rolü, diğer parlamenter sistemlerden daha <span id=""a_ScottishParliament_1_qa_1"">güçlüdür</span> bu kısmen, muhalif parlamento üyelerinin hükümeti denetleme rolünü daha güçlü kılmak ve kısmen de <span id=""a_ScottishParliament_1_qa_2"">yeniden görüşme odasının olmaması</span> gerçeğini telafi etmek sebebinden kaynaklanmaktadır. İskoç Parlamentosu’ndaki komitelerin <span id=""a_ScottishParliament_1_qa_3"">ana rolü</span> şahitlerden kanıt toplamak, soruşturmalarda bulunmak ve yasamayı denetlemektir. Komite toplantıları, Parlamento oturumları sırasında Salı, Çarşamba ve Perşembe sabahları gerçekleşir. Komiteler ayrıca <span id=""a_ScottishParliament_1_qa_4"">İskoçya’da dört ayrı yerde</span> toplanabilir. </p>"," ","html-keyboard-response","14","24719","0.0-14.0","Win32","1280","720","","","","","","","","","","","","a_ScottishParliament_1","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_ScottishParliament_1_qa_0"":{""x"":643.7333374023438,""y"":104,""width"":105.5333251953125,""height"":33,""top"":104,""right"":749.2666625976562,""bottom"":137,""left"":643.7333374023438},""#a_ScottishParliament_1_qa_1"":{""x"":924.683349609375,""y"":176,""width"":99.25,""height"":33,""top"":176,""right"":1023.933349609375,""bottom"":209,""left"":924.683349609375},""#a_ScottishParliament_1_qa_2"":{""x"":241.1666717529297,""y"":320,""width"":486.54998779296875,""height"":33,""top"":320,""right"":727.7166595458984,""bottom"":353,""left"":241.1666717529297},""#a_ScottishParliament_1_qa_3"":{""x"":983.4833374023438,""y"":392,""width"":117.64999389648438,""height"":33,""top"":392,""right"":1101.1333312988281,""bottom"":425,""left"":983.4833374023438},""#a_ScottishParliament_1_qa_4"":{""x"":599.7000122070312,""y"":608,""width"":360.01666259765625,""height"":33,""top"":608,""right"":959.7166748046875,""bottom"":641,""left"":599.7000122070312}}","",""
"1073","","{""Q0"":""1""}","survey-text","15","25794","0.0-15.0","Win32","1280","720","","","","","","","","","","","","q_after_a_ScottishParliament_1_qa_1","[]","{""#question"":{""x"":55.633331298828125,""y"":287.70001220703125,""width"":1168.7166748046875,""height"":112,""top"":287.70001220703125,""right"":1224.3500061035156,""bottom"":399.70001220703125,""left"":55.633331298828125}}","güçlüdür","İskoç Parlamentosu’ndaki komiteler diğer sistemlerle kıyaslandığında ne durumdadır?"
"695","
<p class=""webgaze-experiment"" id=""paragraph"">ARPANET ve SITA HLN <span id=""a_Packetswitching_1_qa_0"">1969</span> yılında faaliyete geçmiştir. 1973 yılında X.25'in çıkmasından önce yaklaşık yirmi farklı ağ teknolojisi geliştirilmiştir. <span id=""a_Packetswitching_1_qa_1"">İki temel farka ağ ucundaki ve ağ merkezindeki sunucular arasındaki işlev ve görevlerin bölümü dahildir</span>. Datagram sisteminde sunucular paketlerin düzgün teslimini sağlama sorumluluğuna sahiptirler. <span id=""a_Packetswitching_1_qa_3"">Kullanıcı Datagram Protokolü</span> (UDP), datagram protokolünün bir örneğidir. <span id=""a_Packetswitching_1_qa_2"">Sanal çağrı sisteminde ağ, verinin sunucuya düzgün teslimini garanti eder</span>. Bu, datagram modeline kıyasla daha az işlevselliğe sahip daha basit bir sunucu arayüzüne sebep olur. X.25 protokol paketi bu ağ tipini kullanır.</p>"," ","html-keyboard-response","16","26492","0.0-16.0","Win32","1280","720","","","","","","","","","","","","a_Packetswitching_1","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Packetswitching_1_qa_0"":{""x"":421.20001220703125,""y"":68,""width"":54.866668701171875,""height"":33,""top"":68,""right"":476.0666809082031,""bottom"":101,""left"":421.20001220703125},""#a_Packetswitching_1_qa_1"":{""x"":70,""y"":140,""width"":1114.36669921875,""height"":177,""top"":140,""right"":1184.36669921875,""bottom"":317,""left"":70},""#a_Packetswitching_1_qa_2"":{""x"":70,""y"":428,""width"":1110.183349609375,""height"":105,""top"":428,""right"":1180.183349609375,""bottom"":533,""left"":70},""#a_Packetswitching_1_qa_3"":{""x"":546.7666625976562,""y"":356,""width"":376.23333740234375,""height"":33,""top"":356,""right"":923,""bottom"":389,""left"":546.7666625976562}}","",""
"1105","","{""Q0"":""1""}","survey-text","17","27599","0.0-17.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Packetswitching_1_qa_3","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Kullanıcı Datagram Protokolü","X.25 ne tür ağ tipi kullanır?"
"725","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_Apolloprogram_2_qa_1"">Grissom, White ve Chaffee</span> uçuşlarını, ilk insanlı uçuşta motivasyonel bir odak noktası olması için Apollo 1 olarak adlandırmaya karar verdiler. <span id=""a_Apolloprogram_2_qa_3"">Kuzey Amerika</span> ve Kennedy Uzay Merkezi'ndeki <span id=""a_Apolloprogram_2_qa_0"">irtifa odalarında</span> eğitim aldılar ve uzay araçlarının testlerini yaptılar. Ocak ayı için LC-34'te <span id=""a_Apolloprogram_2_qa_2"">fırlatma geri sayımını</span> simüle edecek ve uzay aracının rampa gücüncen dahili güce geçeceği bir “plugs-out” testi planlandı. Başarılı olursa, bunu, hem uzay aracı hem de fırlatma aracı yakıtlı iken, 21 Şubat fırlatmasına daha yakın tarihte daha sıkı bir geri sayım simülasyon testi izleyecekti.</p>"," ","html-keyboard-response","18","28324","0.0-18.0","Win32","1280","720","","","","","","","","","","","","a_Apolloprogram_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_Apolloprogram_2_qa_0"":{""x"":527.433349609375,""y"":248,""width"":203.60000610351562,""height"":33,""top"":248,""right"":731.0333557128906,""bottom"":281,""left"":527.433349609375},""#a_Apolloprogram_2_qa_1"":{""x"":70,""y"":104,""width"":369.5,""height"":33,""top"":104,""right"":439.5,""bottom"":137,""left"":70},""#a_Apolloprogram_2_qa_2"":{""x"":811.7833251953125,""y"":320,""width"":284.23333740234375,""height"":33,""top"":320,""right"":1096.0166625976562,""bottom"":353,""left"":811.7833251953125},""#a_Apolloprogram_2_qa_3"":{""x"":1002.5499877929688,""y"":176,""width"":190.11666870117188,""height"":33,""top"":176,""right"":1192.6666564941406,""bottom"":209,""left"":1002.5499877929688}}","",""
"1756","","{""Q0"":""1""}","survey-text","19","30082","0.0-19.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Apolloprogram_2_qa_3","[]","{""#question"":{""x"":105.75,""y"":287.70001220703125,""width"":1068.5,""height"":112,""top"":287.70001220703125,""right"":1174.25,""bottom"":399.70001220703125,""left"":105.75}}","Kuzey Amerika","Apollo 1, Kennedy Uzay Merkezi dışında başka hangi yerde test edildi?"
"3425","
<p class=""webgaze-experiment"" id=""paragraph"">Özellikle, bu norm, olağan mutlak değere (sonsuz asal olarak da ifade edilir) tam bir zıtlık içinde bir sayı p ile çarpıldığında <span id=""a_Primenumber_4_qa_0"">küçülür</span>. <span id=""a_Primenumber_4_qa_2"">Mutlak değer</span> bakımından Q’yu tamamlamak (genel hatlarıyla boşlukları doldurmak) gerçek sayılar alanını oluştursa da p-sel |−|p normu bakımından tamamlamak, p-sel sayılar alanını oluşturur. Ostrowski teoremine göre, bunlar temelde Q’yu tamamlamanın olası tüm yöntemleridir. Q veya daha genel küresel alanlarla ile ilgili bazı aritmetik sorular <span id=""a_Primenumber_4_qa_1"">tamamlanan (veya yerel) alanlara</span> ileri ve geri olacak şekilde aktarılabilir. Bu <span id=""a_Primenumber_4_qa_3"">yerel-küresel prensip</span> asalların sayılar teorisindeki öneminin tekrar altını çizmektedir.</p>"," ","html-keyboard-response","20","33510","0.0-20.0","Win32","1280","720","","","","","","","","","","","","a_Primenumber_4","[]","{""#paragraph"":{""x"":50,""y"":28.5,""width"":1180,""height"":688,""top"":28.5,""right"":1230,""bottom"":716.5,""left"":50},""#a_Primenumber_4_qa_0"":{""x"":800.6666870117188,""y"":140,""width"":84.14999389648438,""height"":33,""top"":140,""right"":884.8166809082031,""bottom"":173,""left"":800.6666870117188},""#a_Primenumber_4_qa_1"":{""x"":312.7833251953125,""y"":500,""width"":445.36663818359375,""height"":33,""top"":500,""right"":758.1499633789062,""bottom"":533,""left"":312.7833251953125},""#a_Primenumber_4_qa_2"":{""x"":922.3499755859375,""y"":140,""width"":172.59999084472656,""height"":33,""top"":140,""right"":1094.949966430664,""bottom"":173,""left"":922.3499755859375},""#a_Primenumber_4_qa_3"":{""x"":294.79998779296875,""y"":572,""width"":260.316650390625,""height"":33,""top"":572,""right"":555.1166381835938,""bottom"":605,""left"":294.79998779296875}}","",""
"1262","","{""Q0"":""1""}","survey-text","21","34774","0.0-21.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Primenumber_4_qa_3","[]","{""#question"":{""x"":201.71665954589844,""y"":287.70001220703125,""width"":876.5499877929688,""height"":112,""top"":287.70001220703125,""right"":1078.2666473388672,""bottom"":399.70001220703125,""left"":201.71665954589844}}","yerel-küresel prensip","Hangi prensip, asalların sayılar teorisindeki önemini vurgular?"
"3753","
              <div class=""left-align"">
                <img src=""https://designguide.ku.dk/download/co-branding/ku_logo_uk_v.png"" alt=""KU Logo"" class=""ku-logo"">
                <h1>Thank you for participating!</h1>
                <h4>Please click the button and close the tab/window to complete.</h4>
                <h2>Eye tracking experiment for natural language processing</h2>
                <p>You can read more about the project here: <a href=""https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/"">https://cst.ku.dk/english/projects/low-cost-eye-tracking-corpus-for-explainable-natural-language-processing/</a></p>
                <p>For questions & feedback about the experiment:</p>
                <ul>Ribeiro, Tiago - Research Assistant - <a href = ""mailto: tiri@di.ku.dk"">tiri@di.ku.dk</a></ul>
                <p>Project Leaders:</p>
                <ul>Søgaard, Anders - Professor - <a href = ""mailto: soegaard@di.ku.dk"">soegaard@di.ku.dk</a></ul>
                <ul>Hollenstein, Nora - Assistant Professor - <a href = ""mailto: nora.hollenstein@hum.ku.dk"">nora.hollenstein@hum.ku.dk</a></ul>
              </div>
              ","0","html-button-response","22","38530","0.0-22.0","Win32","1280","720","","","","","","","","","","","","","","","",""
"884","<p>Done!</p><p>If you'd like to download a copy of the data to explore, click the format you'd like below</p>","0","html-button-response","23","39415","0.0-23.0","Win32","1280","720","","","","","","","","","","","","","","","",""
