"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_os","subject_screen_width","subject_screen_height","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_name","webgazer_data","webgazer_targets","correct_answer","question_text"
"444","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_HarvardUniversity_2_qa_0"">1980'lerin</span>, sonlarında Güney Afrika hareketinden ayrılırken, öğrenci aktivistleri Harvard Yard'da sembolik bir ""gecekondu mahallesi"" kurdular ve Güney Afrika Başkonsolos Yardımcısı <span id=""a_HarvardUniversity_2_qa_1"">Duke Kent-Brown</span> tarafından verilen  konuşmayı engellediler. Harvard Yönetim Şirketi defalarca elden çıkarmayı ""işletme  giderleri finansal olarak gerçekçi olmayan kısıtlamalara tabi olmamalıdır,  deneyimsiz veya özel çıkar grupları tarafından karşılanmamalıdır” diyerek reddetti. Bununla birlikte, üniversite nihayetinde baskıya cevaben Güney  Afrika'daki varlıklarını 400 milyon dolardan <span id=""a_HarvardUniversity_2_qa_2"">230 milyon</span> dolara düşürdü.</p>"," ","html-keyboard-response","10","14124","0.0-10.0","Win32","1280","720","","","","","","","","","","","","a_HarvardUniversity_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_HarvardUniversity_2_qa_0"":{""x"":70,""y"":104,""width"":110.28334045410156,""height"":33,""top"":104,""right"":180.28334045410156,""bottom"":137,""left"":70},""#a_HarvardUniversity_2_qa_1"":{""x"":386.8999938964844,""y"":248,""width"":221.70001220703125,""height"":33,""top"":248,""right"":608.6000061035156,""bottom"":281,""left"":386.8999938964844},""#a_HarvardUniversity_2_qa_2"":{""x"":70,""y"":608,""width"":147.89999389648438,""height"":33,""top"":608,""right"":217.89999389648438,""bottom"":641,""left"":70}}","",""
"1506","","{""Q0"":""1""}","survey-text","11","15633","0.0-11.0","Win32","1280","720","","","","","","","","","","","","a_HarvardUniversity_2_qa_0","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","1980'lerin","Güney Afrika hareketinden yoksun bırakma ne zamandı?"
"603","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_MartinLuther_2_qa_0"">Almanca yayınlara</span> olan talebin artmakta olduğu bir zamanda yayınlanan Luther'in İncil'i, hızlı biçimde popüler ve etkili bir <span id=""a_MartinLuther_2_qa_1"">İncil</span> çevirisi hâline geldi. Öyle ki, <span id=""a_MartinLuther_2_qa_2"">Alman dili ve edebiyatının evrimine</span> kaydadeğer bir katkıda bulundu. Luther tarafından yazılan notlar, önsözler ve papalık karşıtı imgeler içeren, <span id=""a_MartinLuther_2_qa_3"">Lucas Cranach</span> tarafından yapılan gravürlerle bezeli bu İncil, Luther'in doktrininin Almanya genelinde yayılmasında büyük çaplı bir rol oynadı. Luther İncili, Kral James İncili'nin bir öncüsü olan <span id=""a_MartinLuther_2_qa_4"">William Tyndale</span>'in İngilizce İncil'i (1525'ten itibaren) gibi diğer yerel dildeki çevirileri etkiledi.</p>"," ","html-keyboard-response","12","16239","0.0-12.0","Win32","1280","720","","","","","","","","","","","","a_MartinLuther_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_MartinLuther_2_qa_0"":{""x"":70,""y"":104,""width"":228.28334045410156,""height"":33,""top"":104,""right"":298.28334045410156,""bottom"":137,""left"":70},""#a_MartinLuther_2_qa_1"":{""x"":680.86669921875,""y"":176,""width"":45.05000305175781,""height"":33,""top"":176,""right"":725.9167022705078,""bottom"":209,""left"":680.86669921875},""#a_MartinLuther_2_qa_2"":{""x"":70,""y"":248,""width"":490.5,""height"":33,""top"":248,""right"":560.5,""bottom"":281,""left"":70},""#a_MartinLuther_2_qa_3"":{""x"":70,""y"":320,""width"":1040.36669921875,""height"":105,""top"":320,""right"":1110.36669921875,""bottom"":425,""left"":70},""#a_MartinLuther_2_qa_4"":{""x"":545.5999755859375,""y"":536,""width"":200.7333221435547,""height"":33,""top"":536,""right"":746.3332977294922,""bottom"":569,""left"":545.5999755859375}}","",""
"1189","","{""Q0"":""1""}","survey-text","13","17430","0.0-13.0","Win32","1280","720","","","","","","","","","","","","q_after_a_MartinLuther_2_qa_4","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","William Tyndale","Luther İncili kimin İngilizce İncil çevirisini etkilemiştir?"
"608","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_Force_3_qa_0"">Elektrik akımı</span> tanımını, elektrik yükünün değişim zamanının oranı olarak birleştirerek, <span id=""a_Force_3_qa_2"">Lorentz Yasası</span> adlı bir vektör çarpma kuralı, manyetik alanda hareket eden bir yük üzerindeki kuvveti tanımlar. Elektrik ve manyetizma arasındaki bağlantı, yüke etki eden <span id=""a_Force_3_qa_1"">birleşik bir elektromanyetik kuvvet</span> tanımlamasına izin verir. Bu kuvvet, <span id=""a_Force_3_qa_3"">elektrostatik kuvvetin</span> (elektrik alan nedeniyle) ve manyetik kuvvetin (manyetik alan nedeniyle) toplamı olarak yazılabilir. Tamamen belirtilmiş, yasa budur: </p>"," ","html-keyboard-response","14","18039","0.0-14.0","Win32","1280","720","","","","","","","","","","","","a_Force_3","[]","{""#paragraph"":{""x"":50,""y"":100.5,""width"":1180,""height"":544,""top"":100.5,""right"":1230,""bottom"":644.5,""left"":50},""#a_Force_3_qa_0"":{""x"":70,""y"":140,""width"":174.0833282470703,""height"":33,""top"":140,""right"":244.0833282470703,""bottom"":173,""left"":70},""#a_Force_3_qa_1"":{""x"":587.4833374023438,""y"":356,""width"":459.2833251953125,""height"":33,""top"":356,""right"":1046.7666625976562,""bottom"":389,""left"":587.4833374023438},""#a_Force_3_qa_2"":{""x"":242.8333282470703,""y"":212,""width"":185.03334045410156,""height"":33,""top"":212,""right"":427.8666687011719,""bottom"":245,""left"":242.8333282470703},""#a_Force_3_qa_3"":{""x"":596.88330078125,""y"":428,""width"":264.3500061035156,""height"":33,""top"":428,""right"":861.2333068847656,""bottom"":461,""left"":596.88330078125}}","",""
"1600","","{""Q0"":""1""}","survey-text","15","19642","0.0-15.0","Win32","1280","720","","","","","","","","","","","","q_after_a_Force_3_qa_2","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","Lorentz Yasası","Manyetik alanda ilerleyen bir yükü tanımlayan yasa nedir? "
"632","
<p class=""webgaze-experiment"" id=""paragraph"">Tarihsel olarak Victoria, <span id=""a_VictoriaAustralia_2_qa_0"">belli başlı araba markaları</span> olan Ford, Toyota ve Holden'in fabrikaları için bir merkez olagelmiştir; ancak Toyota'nın kapatma yılı olarak <span id=""a_VictoriaAustralia_2_qa_1"">2017</span> yılını belirlediği Şubat 2014'teki açıklamasıyla birlikte 21. yüzyılda üç şirketin tümünün fabrika kapatma ilanları, Avustralya'nın artık küresel araba endüstrisi için artık bir merkez olmayacağı anlamına gelecektir. Holden'ın duyurusu <span id=""a_VictoriaAustralia_2_qa_2"">Mayıs 2013</span>'te gerçekleşmiş ve bunu Ford'un aynı yılın Aralık ayındaki kararı izlemişti (<span id=""a_VictoriaAustralia_2_qa_4"">Ford</span>'un Broadmeadows and Geelong'daki Victoria fabrikaları <span id=""a_VictoriaAustralia_2_qa_3"">Ekim 2016</span>'da kapanacak).</p>"," ","html-keyboard-response","16","20275","0.0-16.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaAustralia_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_VictoriaAustralia_2_qa_0"":{""x"":411.73333740234375,""y"":104,""width"":362.75,""height"":33,""top"":104,""right"":774.4833374023438,""bottom"":137,""left"":411.73333740234375},""#a_VictoriaAustralia_2_qa_1"":{""x"":170.8333282470703,""y"":248,""width"":54.866668701171875,""height"":33,""top"":248,""right"":225.6999969482422,""bottom"":281,""left"":170.8333282470703},""#a_VictoriaAustralia_2_qa_2"":{""x"":208.0500030517578,""y"":464,""width"":150.5333251953125,""height"":33,""top"":464,""right"":358.5833282470703,""bottom"":497,""left"":208.0500030517578},""#a_VictoriaAustralia_2_qa_3"":{""x"":70,""y"":536,""width"":1113.9833984375,""height"":105,""top"":536,""right"":1183.9833984375,""bottom"":641,""left"":70},""#a_VictoriaAustralia_2_qa_4"":{""x"":295.73333740234375,""y"":536,""width"":51.31666564941406,""height"":33,""top"":536,""right"":347.0500030517578,""bottom"":569,""left"":295.73333740234375}}","",""
"742","","{""Q0"":""1""}","survey-text","17","21019","0.0-17.0","Win32","1280","720","","","","","","","","","","","","q_after_a_VictoriaAustralia_2_qa_2","[]","{""#question"":{""x"":184.9166717529297,""y"":287.70001220703125,""width"":910.1500244140625,""height"":112,""top"":287.70001220703125,""right"":1095.0666961669922,""bottom"":399.70001220703125,""left"":184.9166717529297}}","Mayıs 2013","Holden Victoria fabrikasını kapatacağını ne zaman duyurmuştur?"
"634","
<p class=""webgaze-experiment"" id=""paragraph""><span id=""a_NikolaTesla_1_qa_9"">Tesla</span>, Edison'un şirketinden ayrıldıktan sonra, Tesla'nın adına <span id=""a_NikolaTesla_1_qa_1""><span id=""a_NikolaTesla_1_qa_7"">Tesla Elektrik Işığı ve İmalat</span></span> ismiyle bir elektrikli aydınlatma şirketini finanse etmeyi kabul eden <span id=""a_NikolaTesla_1_qa_0""><span id=""a_NikolaTesla_1_qa_5"">Benjamin Vail ve Robert Lane</span></span> isminde iki iş adamıyla <span id=""a_NikolaTesla_1_qa_6"">1886</span> yılında ortaklık kurdu. Şirket, <span id=""a_NikolaTesla_1_qa_2"">Tesla tarafından tasarlanan <span id=""a_NikolaTesla_1_qa_4""><span id=""a_NikolaTesla_1_qa_8"">elektrik ark ışık tabanlı aydınlatma sistemlerini</span> kurdu</span></span> ve ABD'de Tesla'ya verilen ilk <span id=""a_NikolaTesla_1_qa_3"">patentler</span> olan dinamo elektrikli makine komütatörleri için tasarımlar yaptı.</p>"," ","html-keyboard-response","18","21657","0.0-18.0","Win32","1280","720","","","","","","","","","","","","a_NikolaTesla_1","[]","{""#paragraph"":{""x"":50,""y"":136.5,""width"":1180,""height"":472,""top"":136.5,""right"":1230,""bottom"":608.5,""left"":50},""#a_NikolaTesla_1_qa_0"":{""x"":70,""y"":320,""width"":426.1333312988281,""height"":33,""top"":320,""right"":496.1333312988281,""bottom"":353,""left"":70},""#a_NikolaTesla_1_qa_1"":{""x"":70,""y"":176,""width"":1110.88330078125,""height"":105,""top"":176,""right"":1180.88330078125,""bottom"":281,""left"":70},""#a_NikolaTesla_1_qa_2"":{""x"":70,""y"":392,""width"":1072.36669921875,""height"":105,""top"":392,""right"":1142.36669921875,""bottom"":497,""left"":70},""#a_NikolaTesla_1_qa_3"":{""x"":780.0999755859375,""y"":464,""width"":102.68333435058594,""height"":33,""top"":464,""right"":882.7833099365234,""bottom"":497,""left"":780.0999755859375},""#a_NikolaTesla_1_qa_4"":{""x"":70,""y"":392,""width"":1072.36669921875,""height"":105,""top"":392,""right"":1142.36669921875,""bottom"":497,""left"":70},""#a_NikolaTesla_1_qa_5"":{""x"":70,""y"":320,""width"":426.1333312988281,""height"":33,""top"":320,""right"":496.1333312988281,""bottom"":353,""left"":70},""#a_NikolaTesla_1_qa_6"":{""x"":884.2666625976562,""y"":320,""width"":54.866668701171875,""height"":33,""top"":320,""right"":939.1333312988281,""bottom"":353,""left"":884.2666625976562},""#a_NikolaTesla_1_qa_7"":{""x"":70,""y"":176,""width"":1110.88330078125,""height"":105,""top"":176,""right"":1180.88330078125,""bottom"":281,""left"":70},""#a_NikolaTesla_1_qa_8"":{""x"":70,""y"":392,""width"":1072.36669921875,""height"":105,""top"":392,""right"":1142.36669921875,""bottom"":497,""left"":70},""#a_NikolaTesla_1_qa_9"":{""x"":70,""y"":176,""width"":57.53334045410156,""height"":33,""top"":176,""right"":127.53334045410156,""bottom"":209,""left"":70}}","",""
"843","","{""Q0"":""1""}","survey-text","19","22502","0.0-19.0","Win32","1280","720","","","","","","","","","","","","q_after_a_NikolaTesla_1_qa_8","[]","{""#question"":{""x"":208.8000030517578,""y"":287.70001220703125,""width"":862.4000244140625,""height"":112,""top"":287.70001220703125,""right"":1071.2000274658203,""bottom"":399.70001220703125,""left"":208.8000030517578}}","elektrik ark ışık tabanlı aydınlatma sistemlerini kurdu","Tesla Elektrik Işığı ve İmalat ne yapmıştır?"
"695","
<p class=""webgaze-experiment"" id=""paragraph"">Kostüm koleksiyonu, çoğunlukla 1600'den günümüze kadar gelen <span id=""a_VictoriaandAlbertMuseum_2_qa_0"">14.000'den fazla</span> kıyafet artı aksesuarı içeren İngiltere'deki en kapsamlı olandır. Kostüm taslakları, tasarım defterleri ve kağıt üzerindeki diğer eserler genellikle <span id=""a_VictoriaandAlbertMuseum_2_qa_1"">Söz ve Şekil</span> departmanı tarafından düzenlenir. <span id=""a_VictoriaandAlbertMuseum_2_qa_2"">Önceki dönemlerden günlük giysiler genel olarak hayatta kalmadığından</span>, koleksiyonda özel günler için yapılan moda kıyafetler hakimdir. Kostümlerin ilk önemli armağanlarından biri <span id=""a_VictoriaandAlbertMuseum_2_qa_3"">1913</span> yılında Victoria Ve Albert Müzesi yakındaki mağazada sergilenmesini takiben <span id=""a_VictoriaandAlbertMuseum_2_qa_4"">Harrods</span>'tan 1.442 kostüm ve eşya içeren Talbot Hughes koleksiyonunu aldığında gelmiştir.</p>"," ","html-keyboard-response","20","23198","0.0-20.0","Win32","1280","720","","","","","","","","","","","","a_VictoriaandAlbertMuseum_2","[]","{""#paragraph"":{""x"":50,""y"":64.5,""width"":1180,""height"":616,""top"":64.5,""right"":1230,""bottom"":680.5,""left"":50},""#a_VictoriaandAlbertMuseum_2_qa_0"":{""x"":981.13330078125,""y"":104,""width"":206.31666564941406,""height"":33,""top"":104,""right"":1187.449966430664,""bottom"":137,""left"":981.13330078125},""#a_VictoriaandAlbertMuseum_2_qa_1"":{""x"":943.8499755859375,""y"":248,""width"":178.18333435058594,""height"":33,""top"":248,""right"":1122.0333099365234,""bottom"":281,""left"":943.8499755859375},""#a_VictoriaandAlbertMuseum_2_qa_2"":{""x"":70,""y"":320,""width"":1135.7333984375,""height"":105,""top"":320,""right"":1205.7333984375,""bottom"":425,""left"":70},""#a_VictoriaandAlbertMuseum_2_qa_3"":{""x"":830.2999877929688,""y"":464,""width"":54.866668701171875,""height"":33,""top"":464,""right"":885.1666564941406,""bottom"":497,""left"":830.2999877929688},""#a_VictoriaandAlbertMuseum_2_qa_4"":{""x"":869.2166748046875,""y"":536,""width"":91.2166748046875,""height"":33,""top"":536,""right"":960.433349609375,""bottom"":569,""left"":869.2166748046875}}","",""
"1041","","{""Q0"":""1""}","survey-text","21","24242","0.0-21.0","Win32","1280","720","","","","","","","","","","","","q_after_a_VictoriaandAlbertMuseum_2_qa_1","[]","{""#question"":{""x"":50,""y"":251.6999969482422,""width"":1180,""height"":184,""top"":251.6999969482422,""right"":1230,""bottom"":435.6999969482422,""left"":50}}","Söz ve Şekil","Hangi departman kostüm koleksiyonunun kağıt üzerindeki eserlerine ev sahipliği yapmaktadır?"
